Result,name,Context
✅ UPDATED in military_events table,270,descendant_count=7
✅ UPDATED in military_events table,1140,descendant_count=7
✅ UPDATED in military_events table,1171,descendant_count=7
✅ UPDATED in military_events table,1312,descendant_count=7
✅ UPDATED in military_events table,1391,descendant_count=7
✅ UPDATED in military_events table,1539,descendant_count=7
✅ UPDATED in military_events table,1583,descendant_count=7
✅ UPDATED in military_events table,1611,descendant_count=7
✅ UPDATED in military_events table,1772,descendant_count=1
✅ UPDATED in military_events table,1780,descendant_count=7
✅ UPDATED in military_events table,1788,descendant_count=7
✅ UPDATED in military_events table,1802,descendant_count=7
✅ UPDATED in military_events table,2238,descendant_count=7
✅ UPDATED in military_events table,2323,descendant_count=7
✅ UPDATED in military_events table,3052,descendant_count=7
✅ UPDATED in military_events table,3233,descendant_count=7
✅ UPDATED in military_events table,3462,descendant_count=7
✅ UPDATED in military_events table,3475,descendant_count=7
✅ UPDATED in military_events table,3699,descendant_count=7
✅ UPDATED in military_events table,4240,descendant_count=7
✅ UPDATED in military_events table,4560,descendant_count=7
✅ UPDATED in military_events table,4818,descendant_count=7
✅ UPDATED in military_events table,5432,descendant_count=7
✅ UPDATED in military_events table,5578,descendant_count=7
✅ UPDATED in military_events table,5950,descendant_count=7
✅ UPDATED in military_events table,6012,descendant_count=7
✅ UPDATED in military_events table,6170,descendant_count=7
✅ UPDATED in military_events table,6248,descendant_count=7
✅ UPDATED in military_events table,6287,descendant_count=7
✅ UPDATED in military_events table,6558,descendant_count=7
✅ UPDATED in military_events table,7346,descendant_count=7
✅ UPDATED in military_events table,8031,descendant_count=7
✅ UPDATED in military_events table,9209,descendant_count=7
✅ UPDATED in military_events table,9217,descendant_count=7
✅ UPDATED in military_events table,9420,descendant_count=7
✅ UPDATED in military_events table,9492,descendant_count=7
✅ UPDATED in military_events table,9577,descendant_count=7
✅ UPDATED in military_events table,10849,descendant_count=7
✅ UPDATED in military_events table,11019,descendant_count=7
✅ UPDATED in military_events table,12877,descendant_count=7
✅ UPDATED in military_events table,12892,descendant_count=7
✅ UPDATED in military_events table,12905,descendant_count=7
✅ UPDATED in military_events table,13765,descendant_count=7
✅ UPDATED in military_events table,13835,descendant_count=7
✅ UPDATED in military_events table,13985,descendant_count=7
✅ UPDATED in military_events table,14587,descendant_count=7
✅ UPDATED in military_events table,15303,descendant_count=7
✅ UPDATED in military_events table,15344,descendant_count=7
✅ UPDATED in military_events table,16716,descendant_count=7
✅ UPDATED in military_events table,16933,descendant_count=7
✅ UPDATED in military_events table,17186,descendant_count=7
✅ UPDATED in military_events table,29280,descendant_count=7
✅ UPDATED in military_events table,29525,descendant_count=7
✅ UPDATED in military_events table,29547,descendant_count=7
✅ UPDATED in military_events table,29649,descendant_count=7
✅ UPDATED in military_events table,30108,descendant_count=7
✅ UPDATED in military_events table,30126,descendant_count=7
✅ UPDATED in military_events table,30206,descendant_count=7
✅ UPDATED in military_events table,30371,descendant_count=7
✅ UPDATED in military_events table,30420,descendant_count=7
✅ UPDATED in military_events table,30558,descendant_count=7
✅ UPDATED in military_events table,30797,descendant_count=7
✅ UPDATED in military_events table,30914,descendant_count=7
✅ UPDATED in military_events table,16,descendant_count=6
✅ UPDATED in military_events table,357,descendant_count=6
✅ UPDATED in military_events table,1105,descendant_count=6
✅ UPDATED in military_events table,1222,descendant_count=6
✅ UPDATED in military_events table,1383,descendant_count=6
✅ UPDATED in military_events table,1432,descendant_count=6
✅ UPDATED in military_events table,1476,descendant_count=6
✅ UPDATED in military_events table,1515,descendant_count=6
✅ UPDATED in military_events table,1574,descendant_count=6
✅ UPDATED in military_events table,1687,descendant_count=6
✅ UPDATED in military_events table,1700,descendant_count=6
✅ UPDATED in military_events table,1725,descendant_count=6
✅ UPDATED in military_events table,1762,descendant_count=2
✅ UPDATED in military_events table,2029,descendant_count=6
✅ UPDATED in military_events table,2331,descendant_count=6
✅ UPDATED in military_events table,2420,descendant_count=6
✅ UPDATED in military_events table,2825,descendant_count=6
✅ UPDATED in military_events table,3252,descendant_count=6
✅ UPDATED in military_events table,3261,descendant_count=6
✅ UPDATED in military_events table,3688,descendant_count=6
✅ UPDATED in military_events table,4099,descendant_count=6
✅ UPDATED in military_events table,4253,descendant_count=6
✅ UPDATED in military_events table,4409,descendant_count=6
✅ UPDATED in military_events table,4446,descendant_count=6
✅ UPDATED in military_events table,4526,descendant_count=6
✅ UPDATED in military_events table,4664,descendant_count=6
✅ UPDATED in military_events table,4721,descendant_count=6
✅ UPDATED in military_events table,4770,descendant_count=6
✅ UPDATED in military_events table,4810,descendant_count=6
✅ UPDATED in military_events table,5017,descendant_count=6
✅ UPDATED in military_events table,5689,descendant_count=6
✅ UPDATED in military_events table,5726,descendant_count=6
✅ UPDATED in military_events table,5835,descendant_count=6
✅ UPDATED in military_events table,6033,descendant_count=6
✅ UPDATED in military_events table,6225,descendant_count=6
✅ UPDATED in military_events table,6361,descendant_count=6
✅ UPDATED in military_events table,6492,descendant_count=6
✅ UPDATED in military_events table,6626,descendant_count=3
✅ UPDATED in military_events table,6856,descendant_count=6
✅ UPDATED in military_events table,6976,descendant_count=6
✅ UPDATED in military_events table,8086,descendant_count=6
✅ UPDATED in military_events table,8673,descendant_count=6
✅ UPDATED in military_events table,9225,descendant_count=6
✅ UPDATED in military_events table,9520,descendant_count=6
✅ UPDATED in military_events table,9786,descendant_count=6
✅ UPDATED in military_events table,9833,descendant_count=6
✅ UPDATED in military_events table,10967,descendant_count=6
✅ UPDATED in military_events table,10996,descendant_count=6
✅ UPDATED in military_events table,11514,descendant_count=6
✅ UPDATED in military_events table,11798,descendant_count=6
✅ UPDATED in military_events table,12444,descendant_count=6
✅ UPDATED in military_events table,12983,descendant_count=6
✅ UPDATED in military_events table,13152,descendant_count=6
✅ UPDATED in military_events table,13189,descendant_count=6
✅ UPDATED in military_events table,13836,descendant_count=6
✅ UPDATED in military_events table,14189,descendant_count=6
✅ UPDATED in military_events table,14409,descendant_count=6
✅ UPDATED in military_events table,14416,descendant_count=6
✅ UPDATED in military_events table,14450,descendant_count=6
✅ UPDATED in military_events table,14599,descendant_count=6
✅ UPDATED in military_events table,14838,descendant_count=6
✅ UPDATED in military_events table,15541,descendant_count=6
✅ UPDATED in military_events table,15767,descendant_count=6
✅ UPDATED in military_events table,15896,descendant_count=6
✅ UPDATED in military_events table,16042,descendant_count=6
✅ UPDATED in military_events table,16707,descendant_count=6
✅ UPDATED in military_events table,16788,descendant_count=6
✅ UPDATED in military_events table,17263,descendant_count=6
✅ UPDATED in military_events table,29367,descendant_count=6
✅ UPDATED in military_events table,29395,descendant_count=6
✅ UPDATED in military_events table,29807,descendant_count=6
✅ UPDATED in military_events table,30136,descendant_count=6
✅ UPDATED in military_events table,30156,descendant_count=6
✅ UPDATED in military_events table,30307,descendant_count=6
✅ UPDATED in military_events table,30382,descendant_count=6
✅ UPDATED in military_events table,30604,descendant_count=6
✅ UPDATED in military_events table,187,descendant_count=5
✅ UPDATED in military_events table,195,descendant_count=5
✅ UPDATED in military_events table,438,descendant_count=5
✅ UPDATED in military_events table,488,descendant_count=5
✅ UPDATED in military_events table,528,descendant_count=5
✅ UPDATED in military_events table,947,descendant_count=5
✅ UPDATED in military_events table,1065,descendant_count=5
✅ UPDATED in military_events table,1154,descendant_count=5
✅ UPDATED in military_events table,1485,descendant_count=5
✅ UPDATED in military_events table,1553,descendant_count=5
✅ UPDATED in military_events table,1718,descendant_count=5
✅ UPDATED in military_events table,1790,descendant_count=5
✅ UPDATED in military_events table,1796,descendant_count=5
✅ UPDATED in military_events table,1965,descendant_count=5
✅ UPDATED in military_events table,1978,descendant_count=5
✅ UPDATED in military_events table,2069,descendant_count=5
✅ UPDATED in military_events table,2223,descendant_count=5
✅ UPDATED in military_events table,2413,descendant_count=5
✅ UPDATED in military_events table,2688,descendant_count=5
✅ UPDATED in military_events table,3010,descendant_count=5
✅ UPDATED in military_events table,3043,descendant_count=5
✅ UPDATED in military_events table,3242,descendant_count=5
✅ UPDATED in military_events table,3392,descendant_count=5
✅ UPDATED in military_events table,3453,descendant_count=5
✅ UPDATED in military_events table,3511,descendant_count=5
✅ UPDATED in military_events table,3549,descendant_count=5
✅ UPDATED in military_events table,3707,descendant_count=5
✅ UPDATED in military_events table,3724,descendant_count=5
✅ UPDATED in military_events table,4394,descendant_count=5
✅ UPDATED in military_events table,4422,descendant_count=5
✅ UPDATED in military_events table,4573,descendant_count=5
✅ UPDATED in military_events table,5468,descendant_count=5
✅ UPDATED in military_events table,5592,descendant_count=5
✅ UPDATED in military_events table,5603,descendant_count=5
✅ UPDATED in military_events table,5633,descendant_count=5
✅ UPDATED in military_events table,5697,descendant_count=5
✅ UPDATED in military_events table,5809,descendant_count=5
✅ UPDATED in military_events table,6003,descendant_count=5
✅ UPDATED in military_events table,6718,descendant_count=5
✅ UPDATED in military_events table,6732,descendant_count=5
✅ UPDATED in military_events table,6863,descendant_count=5
✅ UPDATED in military_events table,7014,descendant_count=5
✅ UPDATED in military_events table,7034,descendant_count=5
✅ UPDATED in military_events table,7048,descendant_count=5
✅ UPDATED in military_events table,7558,descendant_count=5
✅ UPDATED in military_events table,7706,descendant_count=5
✅ UPDATED in military_events table,9300,descendant_count=5
✅ UPDATED in military_events table,9328,descendant_count=5
✅ UPDATED in military_events table,9611,descendant_count=5
✅ UPDATED in military_events table,9627,descendant_count=5
✅ UPDATED in military_events table,10526,descendant_count=5
✅ UPDATED in military_events table,10640,descendant_count=5
✅ UPDATED in military_events table,11095,descendant_count=5
✅ UPDATED in military_events table,11280,descendant_count=5
✅ UPDATED in military_events table,11317,descendant_count=5
✅ UPDATED in military_events table,11698,descendant_count=5
✅ UPDATED in military_events table,11891,descendant_count=5
✅ UPDATED in military_events table,12006,descendant_count=5
✅ UPDATED in military_events table,12070,descendant_count=5
✅ UPDATED in military_events table,12079,descendant_count=5
✅ UPDATED in military_events table,12228,descendant_count=5
✅ UPDATED in military_events table,12712,descendant_count=5
✅ UPDATED in military_events table,12852,descendant_count=5
✅ UPDATED in military_events table,13256,descendant_count=5
✅ UPDATED in military_events table,13422,descendant_count=5
✅ UPDATED in military_events table,13644,descendant_count=5
✅ UPDATED in military_events table,13910,descendant_count=5
✅ UPDATED in military_events table,14541,descendant_count=5
✅ UPDATED in military_events table,14572,descendant_count=5
✅ UPDATED in military_events table,15136,descendant_count=5
✅ UPDATED in military_events table,15151,descendant_count=5
✅ UPDATED in military_events table,15157,descendant_count=5
✅ UPDATED in military_events table,15741,descendant_count=5
✅ UPDATED in military_events table,16033,descendant_count=5
✅ UPDATED in military_events table,16081,descendant_count=5
✅ UPDATED in military_events table,16449,descendant_count=5
✅ UPDATED in military_events table,16546,descendant_count=5
✅ UPDATED in military_events table,16765,descendant_count=5
✅ UPDATED in military_events table,16846,descendant_count=5
✅ UPDATED in military_events table,16927,descendant_count=5
✅ UPDATED in military_events table,16943,descendant_count=5
✅ UPDATED in military_events table,24810,descendant_count=5
✅ UPDATED in military_events table,25373,descendant_count=3
✅ UPDATED in military_events table,29306,descendant_count=5
 update_descendant_counts skipped.,29337,No descendants found.
✅ UPDATED in military_events table,29513,descendant_count=5
✅ UPDATED in military_events table,30053,descendant_count=5
✅ UPDATED in military_events table,30134,descendant_count=5
✅ UPDATED in military_events table,30176,descendant_count=5
✅ UPDATED in military_events table,30184,descendant_count=5
✅ UPDATED in military_events table,30190,descendant_count=5
✅ UPDATED in military_events table,30302,descendant_count=5
✅ UPDATED in military_events table,30379,descendant_count=5
✅ UPDATED in military_events table,30400,descendant_count=5
✅ UPDATED in military_events table,30402,descendant_count=5
 update_descendant_counts skipped.,30418,No descendants found.
✅ UPDATED in military_events table,30516,descendant_count=5
✅ UPDATED in military_events table,30521,descendant_count=5
✅ UPDATED in military_events table,30593,descendant_count=5
✅ UPDATED in military_events table,30703,descendant_count=5
✅ UPDATED in military_events table,30826,descendant_count=5
✅ UPDATED in military_events table,30933,descendant_count=5
✅ UPDATED in military_events table,501,descendant_count=4
✅ UPDATED in military_events table,773,descendant_count=4
✅ UPDATED in military_events table,877,descendant_count=4
✅ UPDATED in military_events table,905,descendant_count=4
✅ UPDATED in military_events table,935,descendant_count=4
✅ UPDATED in military_events table,996,descendant_count=4
✅ UPDATED in military_events table,1321,descendant_count=4
✅ UPDATED in military_events table,1348,descendant_count=4
✅ UPDATED in military_events table,1448,descendant_count=4
✅ UPDATED in military_events table,1510,descendant_count=4
✅ UPDATED in military_events table,1522,descendant_count=4
✅ UPDATED in military_events table,1531,descendant_count=4
✅ UPDATED in military_events table,1562,descendant_count=4
✅ UPDATED in military_events table,1710,descendant_count=4
✅ UPDATED in military_events table,1743,descendant_count=4
✅ UPDATED in military_events table,1748,descendant_count=4
✅ UPDATED in military_events table,1813,descendant_count=4
✅ UPDATED in military_events table,1914,descendant_count=4
✅ UPDATED in military_events table,1924,descendant_count=4
✅ UPDATED in military_events table,1936,descendant_count=4
✅ UPDATED in military_events table,1960,descendant_count=4
✅ UPDATED in military_events table,2127,descendant_count=4
 update_descendant_counts skipped.,2262,No descendants found.
✅ UPDATED in military_events table,2395,descendant_count=4
✅ UPDATED in military_events table,2452,descendant_count=4
✅ UPDATED in military_events table,2487,descendant_count=4
✅ UPDATED in military_events table,2514,descendant_count=4
✅ UPDATED in military_events table,2559,descendant_count=4
✅ UPDATED in military_events table,2597,descendant_count=4
✅ UPDATED in military_events table,2619,descendant_count=4
✅ UPDATED in military_events table,2763,descendant_count=4
✅ UPDATED in military_events table,2983,descendant_count=4
✅ UPDATED in military_events table,3415,descendant_count=4
✅ UPDATED in military_events table,3420,descendant_count=4
✅ UPDATED in military_events table,3485,descendant_count=4
✅ UPDATED in military_events table,3489,descendant_count=4
✅ UPDATED in military_events table,3523,descendant_count=4
✅ UPDATED in military_events table,3609,descendant_count=4
✅ UPDATED in military_events table,3638,descendant_count=4
✅ UPDATED in military_events table,3717,descendant_count=4
✅ UPDATED in military_events table,3794,descendant_count=4
✅ UPDATED in military_events table,4152,descendant_count=4
✅ UPDATED in military_events table,4187,descendant_count=4
✅ UPDATED in military_events table,4204,descendant_count=4
✅ UPDATED in military_events table,4248,descendant_count=4
✅ UPDATED in military_events table,4310,descendant_count=4
✅ UPDATED in military_events table,4479,descendant_count=4
✅ UPDATED in military_events table,4489,descendant_count=4
✅ UPDATED in military_events table,4496,descendant_count=4
✅ UPDATED in military_events table,4784,descendant_count=4
✅ UPDATED in military_events table,5514,descendant_count=4
✅ UPDATED in military_events table,5554,descendant_count=4
✅ UPDATED in military_events table,5572,descendant_count=4
✅ UPDATED in military_events table,5705,descendant_count=4
✅ UPDATED in military_events table,5718,descendant_count=4
✅ UPDATED in military_events table,5868,descendant_count=4
✅ UPDATED in military_events table,5894,descendant_count=4
✅ UPDATED in military_events table,5914,descendant_count=4
✅ UPDATED in military_events table,5992,descendant_count=4
✅ UPDATED in military_events table,6275,descendant_count=4
✅ UPDATED in military_events table,6325,descendant_count=4
✅ UPDATED in military_events table,6466,descendant_count=4
✅ UPDATED in military_events table,6503,descendant_count=4
✅ UPDATED in military_events table,6550,descendant_count=4
✅ UPDATED in military_events table,6575,descendant_count=4
✅ UPDATED in military_events table,6968,descendant_count=4
✅ UPDATED in military_events table,7908,descendant_count=4
✅ UPDATED in military_events table,7921,descendant_count=4
✅ UPDATED in military_events table,8046,descendant_count=4
✅ UPDATED in military_events table,8607,descendant_count=4
✅ UPDATED in military_events table,9301,descendant_count=4
✅ UPDATED in military_events table,9528,descendant_count=4
✅ UPDATED in military_events table,9606,descendant_count=4
✅ UPDATED in military_events table,9741,descendant_count=4
✅ UPDATED in military_events table,10436,descendant_count=4
✅ UPDATED in military_events table,10493,descendant_count=4
✅ UPDATED in military_events table,10632,descendant_count=4
✅ UPDATED in military_events table,10726,descendant_count=4
✅ UPDATED in military_events table,10764,descendant_count=4
✅ UPDATED in military_events table,10843,descendant_count=4
✅ UPDATED in military_events table,10873,descendant_count=4
✅ UPDATED in military_events table,11406,descendant_count=4
✅ UPDATED in military_events table,11509,descendant_count=4
✅ UPDATED in military_events table,11837,descendant_count=4
✅ UPDATED in military_events table,11929,descendant_count=4
✅ UPDATED in military_events table,12091,descendant_count=4
✅ UPDATED in military_events table,12664,descendant_count=4
✅ UPDATED in military_events table,12811,descendant_count=4
✅ UPDATED in military_events table,13040,descendant_count=4
✅ UPDATED in military_events table,13049,descendant_count=4
✅ UPDATED in military_events table,13159,descendant_count=4
✅ UPDATED in military_events table,13315,descendant_count=4
✅ UPDATED in military_events table,13468,descendant_count=4
✅ UPDATED in military_events table,13491,descendant_count=4
✅ UPDATED in military_events table,13557,descendant_count=4
✅ UPDATED in military_events table,13584,descendant_count=4
✅ UPDATED in military_events table,13827,descendant_count=4
✅ UPDATED in military_events table,14070,descendant_count=4
✅ UPDATED in military_events table,14498,descendant_count=4
✅ UPDATED in military_events table,14525,descendant_count=4
✅ UPDATED in military_events table,14589,descendant_count=4
✅ UPDATED in military_events table,14795,descendant_count=4
✅ UPDATED in military_events table,15013,descendant_count=4
✅ UPDATED in military_events table,15072,descendant_count=4
✅ UPDATED in military_events table,15077,descendant_count=4
✅ UPDATED in military_events table,15245,descendant_count=4
✅ UPDATED in military_events table,15411,descendant_count=4
✅ UPDATED in military_events table,15473,descendant_count=4
✅ UPDATED in military_events table,15590,descendant_count=4
✅ UPDATED in military_events table,15716,descendant_count=4
✅ UPDATED in military_events table,15756,descendant_count=4
✅ UPDATED in military_events table,15793,descendant_count=4
✅ UPDATED in military_events table,15903,descendant_count=4
✅ UPDATED in military_events table,15926,descendant_count=4
✅ UPDATED in military_events table,16090,descendant_count=4
✅ UPDATED in military_events table,16239,descendant_count=4
✅ UPDATED in military_events table,16275,descendant_count=4
✅ UPDATED in military_events table,16280,descendant_count=4
✅ UPDATED in military_events table,16417,descendant_count=4
✅ UPDATED in military_events table,16423,descendant_count=4
✅ UPDATED in military_events table,16552,descendant_count=4
✅ UPDATED in military_events table,16696,descendant_count=4
✅ UPDATED in military_events table,16753,descendant_count=4
✅ UPDATED in military_events table,16899,descendant_count=4
✅ UPDATED in military_events table,17462,descendant_count=4
✅ UPDATED in military_events table,19204,descendant_count=4
✅ UPDATED in military_events table,20157,descendant_count=4
✅ UPDATED in military_events table,27816,descendant_count=4
✅ UPDATED in military_events table,28819,descendant_count=4
✅ UPDATED in military_events table,29336,descendant_count=4
✅ UPDATED in military_events table,29403,descendant_count=4
✅ UPDATED in military_events table,29699,descendant_count=4
✅ UPDATED in military_events table,29761,descendant_count=4
✅ UPDATED in military_events table,29788,descendant_count=4
✅ UPDATED in military_events table,29801,descendant_count=4
✅ UPDATED in military_events table,29841,descendant_count=4
✅ UPDATED in military_events table,29858,descendant_count=4
✅ UPDATED in military_events table,29861,descendant_count=4
✅ UPDATED in military_events table,30441,descendant_count=4
✅ UPDATED in military_events table,30452,descendant_count=4
✅ UPDATED in military_events table,30559,descendant_count=4
✅ UPDATED in military_events table,30601,descendant_count=4
✅ UPDATED in military_events table,30679,descendant_count=4
✅ UPDATED in military_events table,30682,descendant_count=4
✅ UPDATED in military_events table,30725,descendant_count=4
✅ UPDATED in military_events table,30827,descendant_count=4
✅ UPDATED in military_events table,30886,descendant_count=4
✅ UPDATED in military_events table,6,descendant_count=3
✅ UPDATED in military_events table,201,descendant_count=3
✅ UPDATED in military_events table,207,descendant_count=3
✅ UPDATED in military_events table,266,descendant_count=3
✅ UPDATED in military_events table,306,descendant_count=3
✅ UPDATED in military_events table,353,descendant_count=3
✅ UPDATED in military_events table,407,descendant_count=3
✅ UPDATED in military_events table,576,descendant_count=3
✅ UPDATED in military_events table,940,descendant_count=3
✅ UPDATED in military_events table,1077,descendant_count=3
✅ UPDATED in military_events table,1188,descendant_count=3
✅ UPDATED in military_events table,1275,descendant_count=3
✅ UPDATED in military_events table,1316,descendant_count=3
✅ UPDATED in military_events table,1342,descendant_count=3
✅ UPDATED in military_events table,1399,descendant_count=3
✅ UPDATED in military_events table,1425,descendant_count=3
✅ UPDATED in military_events table,1439,descendant_count=3
✅ UPDATED in military_events table,1542,descendant_count=3
✅ UPDATED in military_events table,1696,descendant_count=3
✅ UPDATED in military_events table,1703,descendant_count=3
✅ UPDATED in military_events table,1753,descendant_count=3
✅ UPDATED in military_events table,1974,descendant_count=3
✅ UPDATED in military_events table,2063,descendant_count=3
✅ UPDATED in military_events table,2080,descendant_count=3
✅ UPDATED in military_events table,2140,descendant_count=3
✅ UPDATED in military_events table,2145,descendant_count=3
✅ UPDATED in military_events table,2184,descendant_count=3
✅ UPDATED in military_events table,2218,descendant_count=3
✅ UPDATED in military_events table,2246,descendant_count=3
✅ UPDATED in military_events table,2255,descendant_count=3
 update_descendant_counts skipped.,2400,No descendants found.
✅ UPDATED in military_events table,2510,descendant_count=3
✅ UPDATED in military_events table,2530,descendant_count=3
✅ UPDATED in military_events table,2536,descendant_count=3
✅ UPDATED in military_events table,2574,descendant_count=3
✅ UPDATED in military_events table,2655,descendant_count=3
✅ UPDATED in military_events table,2679,descendant_count=3
✅ UPDATED in military_events table,2684,descendant_count=3
✅ UPDATED in military_events table,2723,descendant_count=3
✅ UPDATED in military_events table,2759,descendant_count=3
✅ UPDATED in military_events table,2836,descendant_count=3
✅ UPDATED in military_events table,2913,descendant_count=3
✅ UPDATED in military_events table,3045,descendant_count=3
✅ UPDATED in military_events table,3060,descendant_count=3
✅ UPDATED in military_events table,3075,descendant_count=3
✅ UPDATED in military_events table,3279,descendant_count=3
✅ UPDATED in military_events table,3283,descendant_count=3
✅ UPDATED in military_events table,3399,descendant_count=3
✅ UPDATED in military_events table,3407,descendant_count=3
✅ UPDATED in military_events table,3512,descendant_count=3
✅ UPDATED in military_events table,3591,descendant_count=3
✅ UPDATED in military_events table,3630,descendant_count=3
✅ UPDATED in military_events table,3680,descendant_count=3
✅ UPDATED in military_events table,3747,descendant_count=3
✅ UPDATED in military_events table,3756,descendant_count=3
✅ UPDATED in military_events table,3776,descendant_count=3
✅ UPDATED in military_events table,3868,descendant_count=3
✅ UPDATED in military_events table,4071,descendant_count=3
✅ UPDATED in military_events table,4182,descendant_count=3
✅ UPDATED in military_events table,4306,descendant_count=3
✅ UPDATED in military_events table,4441,descendant_count=3
✅ UPDATED in military_events table,4522,descendant_count=3
✅ UPDATED in military_events table,4537,descendant_count=3
✅ UPDATED in military_events table,4569,descendant_count=3
✅ UPDATED in military_events table,4579,descendant_count=3
✅ UPDATED in military_events table,4914,descendant_count=3
✅ UPDATED in military_events table,4957,descendant_count=3
✅ UPDATED in military_events table,5352,descendant_count=3
✅ UPDATED in military_events table,5440,descendant_count=3
✅ UPDATED in military_events table,5461,descendant_count=3
✅ UPDATED in military_events table,5550,descendant_count=3
✅ UPDATED in military_events table,5582,descendant_count=3
✅ UPDATED in military_events table,5915,descendant_count=3
✅ UPDATED in military_events table,6202,descendant_count=3
✅ UPDATED in military_events table,6546,descendant_count=3
✅ UPDATED in military_events table,6696,descendant_count=3
✅ UPDATED in military_events table,6726,descendant_count=3
✅ UPDATED in military_events table,6749,descendant_count=3
✅ UPDATED in military_events table,7076,descendant_count=3
✅ UPDATED in military_events table,7360,descendant_count=3
✅ UPDATED in military_events table,7560,descendant_count=3
✅ UPDATED in military_events table,7567,descendant_count=3
✅ UPDATED in military_events table,7861,descendant_count=3
✅ UPDATED in military_events table,7899,descendant_count=3
✅ UPDATED in military_events table,8021,descendant_count=3
✅ UPDATED in military_events table,8056,descendant_count=3
✅ UPDATED in military_events table,8062,descendant_count=3
✅ UPDATED in military_events table,8180,descendant_count=3
✅ UPDATED in military_events table,8900,descendant_count=3
✅ UPDATED in military_events table,8904,descendant_count=3
✅ UPDATED in military_events table,9066,descendant_count=3
✅ UPDATED in military_events table,9115,descendant_count=3
✅ UPDATED in military_events table,9291,descendant_count=3
✅ UPDATED in military_events table,9296,descendant_count=3
✅ UPDATED in military_events table,9585,descendant_count=3
✅ UPDATED in military_events table,9594,descendant_count=3
✅ UPDATED in military_events table,9748,descendant_count=3
✅ UPDATED in military_events table,10291,descendant_count=3
✅ UPDATED in military_events table,10617,descendant_count=3
✅ UPDATED in military_events table,10752,descendant_count=3
✅ UPDATED in military_events table,10788,descendant_count=3
✅ UPDATED in military_events table,10844,descendant_count=3
✅ UPDATED in military_events table,11091,descendant_count=3
✅ UPDATED in military_events table,11273,descendant_count=3
✅ UPDATED in military_events table,11496,descendant_count=3
✅ UPDATED in military_events table,11892,descendant_count=3
✅ UPDATED in military_events table,11970,descendant_count=3
✅ UPDATED in military_events table,12008,descendant_count=3
✅ UPDATED in military_events table,12047,descendant_count=3
✅ UPDATED in military_events table,12340,descendant_count=3
✅ UPDATED in military_events table,12372,descendant_count=3
✅ UPDATED in military_events table,12447,descendant_count=3
✅ UPDATED in military_events table,12692,descendant_count=3
✅ UPDATED in military_events table,12720,descendant_count=3
✅ UPDATED in military_events table,12728,descendant_count=3
✅ UPDATED in military_events table,12825,descendant_count=3
✅ UPDATED in military_events table,12848,descendant_count=3
✅ UPDATED in military_events table,12916,descendant_count=3
✅ UPDATED in military_events table,12922,descendant_count=3
✅ UPDATED in military_events table,12998,descendant_count=3
✅ UPDATED in military_events table,13133,descendant_count=3
✅ UPDATED in military_events table,13167,descendant_count=3
✅ UPDATED in military_events table,13279,descendant_count=3
✅ UPDATED in military_events table,13283,descendant_count=3
✅ UPDATED in military_events table,13485,descendant_count=3
✅ UPDATED in military_events table,13565,descendant_count=3
✅ UPDATED in military_events table,13569,descendant_count=3
✅ UPDATED in military_events table,13677,descendant_count=3
✅ UPDATED in military_events table,13775,descendant_count=3
✅ UPDATED in military_events table,13940,descendant_count=3
✅ UPDATED in military_events table,14063,descendant_count=3
✅ UPDATED in military_events table,14285,descendant_count=3
✅ UPDATED in military_events table,14335,descendant_count=3
✅ UPDATED in military_events table,14366,descendant_count=3
✅ UPDATED in military_events table,14478,descendant_count=3
✅ UPDATED in military_events table,14503,descendant_count=3
✅ UPDATED in military_events table,14526,descendant_count=3
✅ UPDATED in military_events table,14787,descendant_count=3
✅ UPDATED in military_events table,14790,descendant_count=3
✅ UPDATED in military_events table,14873,descendant_count=3
✅ UPDATED in military_events table,15147,descendant_count=3
✅ UPDATED in military_events table,15196,descendant_count=3
✅ UPDATED in military_events table,15339,descendant_count=3
✅ UPDATED in military_events table,15585,descendant_count=3
✅ UPDATED in military_events table,16002,descendant_count=3
✅ UPDATED in military_events table,16066,descendant_count=3
✅ UPDATED in military_events table,16354,descendant_count=3
✅ UPDATED in military_events table,16360,descendant_count=3
✅ UPDATED in military_events table,16510,descendant_count=3
✅ UPDATED in military_events table,16702,descendant_count=3
✅ UPDATED in military_events table,16871,descendant_count=3
✅ UPDATED in military_events table,26703,descendant_count=3
✅ UPDATED in military_events table,27296,descendant_count=3
✅ UPDATED in military_events table,27629,descendant_count=3
✅ UPDATED in military_events table,28880,descendant_count=3
✅ UPDATED in military_events table,29385,descendant_count=3
✅ UPDATED in military_events table,29454,descendant_count=3
✅ UPDATED in military_events table,29741,descendant_count=3
✅ UPDATED in military_events table,29789,descendant_count=3
✅ UPDATED in military_events table,29805,descendant_count=3
✅ UPDATED in military_events table,30077,descendant_count=3
✅ UPDATED in military_events table,30081,descendant_count=3
✅ UPDATED in military_events table,30087,descendant_count=3
 update_descendant_counts skipped.,30167,No descendants found.
✅ UPDATED in military_events table,30189,descendant_count=3
 update_descendant_counts skipped.,30216,No descendants found.
 update_descendant_counts skipped.,30299,No descendants found.
✅ UPDATED in military_events table,30310,descendant_count=3
✅ UPDATED in military_events table,30322,descendant_count=3
✅ UPDATED in military_events table,30339,descendant_count=3
✅ UPDATED in military_events table,30340,descendant_count=3
✅ UPDATED in military_events table,30464,descendant_count=3
