id,name,Result
✅ UPDATED in humans table,150932,nationality_id=388
✅ UPDATED in humans table,150932,gender_id=1
✅ ADDED in citizenships table ,22916,"human_id=150932, state_id=91"
❌ Failed to fetch locations,150932,
ℹ️ no movements,150932,
✅ ADDED in human_occupation table ,58804,"human_id=150932, occupation_id=79"
✅ ADDED in human_occupation table ,58805,"human_id=150932, occupation_id=32"
✅ ADDED in human_collection table ,27663,"human_id=150932, collection_id=2, constituent_id=2043"
Q4795241,Arnold Scaasi,Added successfully
✅ ADDED in humans table ,150933,"name='Pauline Trigère', qid='Q532118', description='American fashion designer (1908–2002)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Pauline%20Trigere.jpg', signature_url=None, birth_date=1908, death_date=2002, num_of_identifiers=23"
✅ UPDATED in humans table,150933,nationality_id=375
✅ UPDATED in humans table,150933,gender_id=2
✅ ADDED in citizenships table ,22917,"human_id=150933, state_id=1"
✅ ADDED in human_location table ,212618,"human_id=150933, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212619,"human_id=150933, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150933,
✅ ADDED in human_occupation table ,58806,"human_id=150933, occupation_id=79"
✅ ADDED in human_collection table ,27664,"human_id=150933, collection_id=2, constituent_id=2051"
Q532118,Pauline Trigère,Added successfully
Q467754,Paco Rabanne,Already exists
✅ ADDED in human_collection table ,27665,"human_id=69295, collection_id=2, constituent_id=2052"
Q631884,Paul Poiret,Already exists
✅ UPDATED in human_collection table,2133,constituent_id=16226
✅ ADDED in humans table ,150934,"name='Sonia Rykiel', qid='Q237944', description='French fashion designer (1930-2016)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Sonia%20Rykiel%20.jpg', signature_url='https://commons.wikimedia.org/wiki/Special:FilePath/Signature%20de%20Sonia%20Rykiel.png', birth_date=1930, death_date=2016, num_of_identifiers=64"
✅ UPDATED in humans table,150934,nationality_id=375
✅ UPDATED in humans table,150934,gender_id=2
✅ ADDED in citizenships table ,22918,"human_id=150934, state_id=1"
✅ ADDED in human_location table ,212620,"human_id=150934, location_id=48, relationship_type_id=2, start_date=None, end_date=None"
✅ ADDED in human_location table ,212621,"human_id=150934, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212622,"human_id=150934, location_id=6238, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212623,"human_id=150934, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150934,
✅ ADDED in human_occupation table ,58807,"human_id=150934, occupation_id=792"
✅ ADDED in human_occupation table ,58808,"human_id=150934, occupation_id=10"
✅ ADDED in human_occupation table ,58809,"human_id=150934, occupation_id=153"
✅ ADDED in human_occupation table ,58810,"human_id=150934, occupation_id=3"
✅ ADDED in human_occupation table ,58811,"human_id=150934, occupation_id=224"
✅ ADDED in human_occupation table ,58812,"human_id=150934, occupation_id=79"
✅ ADDED in human_collection table ,27666,"human_id=150934, collection_id=2, constituent_id=2052"
Q237944,Sonia Rykiel,Added successfully
✅ ADDED in humans table ,150935,"name='Anne Klein', qid='Q611363', description='American fashion designer (1923–1974)', img_url='', signature_url=None, birth_date=1923, death_date=1974, num_of_identifiers=19"
✅ UPDATED in humans table,150935,nationality_id=378
✅ UPDATED in humans table,150935,gender_id=2
✅ ADDED in citizenships table ,22919,"human_id=150935, state_id=4"
✅ ADDED in human_location table ,212624,"human_id=150935, location_id=4203, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212625,"human_id=150935, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212626,"human_id=150935, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150935,
✅ ADDED in human_occupation table ,58813,"human_id=150935, occupation_id=79"
✅ ADDED in human_collection table ,27667,"human_id=150935, collection_id=2, constituent_id=2015"
Q611363,Anne Klein,Added successfully
✅ ADDED in humans table ,150936,"name='House of Worth', qid='Q5915543', description='French house of high fashion', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Worth%20paris%20house.jpg', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=12"
❌ nationality not provided.,150936,House of Worth
✅ UPDATED in humans table,150936,nationality_id=376
❌ gender not provided.,150936,House of Worth
✅ UPDATED in humans table,150936,gender_id=16
❌ Failed to fetch citizenships,150936,
✅ ADDED in human_location table ,212627,"human_id=150936, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212628,"human_id=150936, location_id=5726, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212629,"human_id=150936, location_id=5628, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212630,"human_id=150936, location_id=13009, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150936,
ℹ️ no occupations,150936,
✅ ADDED in human_collection table ,27668,"human_id=150936, collection_id=2, constituent_id=16560"
Q5915543,House of Worth,Added successfully
Q241338,Wiener Werkstätte,Already exists
✅ UPDATED in human_collection table,8795,constituent_id=16272
✅ ADDED in humans table ,150937,"name='Robert Clergerie', qid='Q22277382', description=""French men's and women's shoe designer"", img_url='https://commons.wikimedia.org/wiki/Special:FilePath/RCClergerie.png', signature_url=None, birth_date=1934, death_date=None, num_of_identifiers=5"
❌ nationality not provided.,150937,Robert Clergerie
✅ UPDATED in humans table,150937,nationality_id=376
✅ UPDATED in humans table,150937,gender_id=1
❌ Failed to fetch citizenships,150937,
✅ ADDED in human_location table ,212631,"human_id=150937, location_id=3407, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in locations table ,35647,"qid='Q29293', name='ESCP Business School', description='business school in Paris, France', image_url='https://commons.wikimedia.org/wiki/Special:FilePath/Escp-London.jpg', logo_url='https://commons.wikimedia.org/wiki/Special:FilePath/ESCP%20LOGO%20CMJN.png', lat=48.8644, lon=2.380789, inception=None, country_label='France'"
✅ ADDED in human_location table ,212632,"human_id=150937, location_id=35647, relationship_type_id=3, start_date=None, end_date=None"
ℹ️ no movements,150937,
✅ ADDED in human_occupation table ,58814,"human_id=150937, occupation_id=1202"
✅ ADDED in human_collection table ,27669,"human_id=150937, collection_id=2, constituent_id=2053"
Q22277382,Robert Clergerie,Added successfully
✅ ADDED in humans table ,150938,"name='Vanessa Noel', qid='Q7914695', description='American fashion designer and hotelier', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/VN%20PORTRAIT.jpg', signature_url=None, birth_date=1961, death_date=None, num_of_identifiers=1"
✅ UPDATED in humans table,150938,nationality_id=378
✅ UPDATED in humans table,150938,gender_id=2
✅ ADDED in citizenships table ,22920,"human_id=150938, state_id=4"
✅ ADDED in human_location table ,212633,"human_id=150938, location_id=3226, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in locations table ,35648,"qid='Q4693064', name='Agnes Irwin School', description='private, independent, all-girls school in Rosemont, Pennsylvania, United States', image_url='https://commons.wikimedia.org/wiki/Special:FilePath/AISLower%20School.JPG', logo_url='', lat=40.0283, lon=-75.3502, inception=None, country_label='United States'"
✅ ADDED in human_location table ,212634,"human_id=150938, location_id=35648, relationship_type_id=3, start_date=None, end_date=None"
ℹ️ no movements,150938,
✅ ADDED in human_occupation table ,58815,"human_id=150938, occupation_id=79"
✅ ADDED in human_collection table ,27670,"human_id=150938, collection_id=2, constituent_id=2053"
Q7914695,Vanessa Noel,Added successfully
✅ ADDED in humans table ,150939,"name='Anthony Muto', qid='Q21997864', description='American fashion designer (1934–2015)', img_url='', signature_url=None, birth_date=1934, death_date=2015, num_of_identifiers=3"
❌ nationality not provided.,150939,Anthony Muto
✅ UPDATED in humans table,150939,nationality_id=376
✅ UPDATED in humans table,150939,gender_id=1
❌ Failed to fetch citizenships,150939,
❌ Failed to fetch locations,150939,
ℹ️ no movements,150939,
✅ ADDED in human_occupation table ,58816,"human_id=150939, occupation_id=79"
✅ ADDED in human_collection table ,27671,"human_id=150939, collection_id=2, constituent_id=2053"
Q21997864,Anthony Muto,Added successfully
✅ ADDED in humans table ,150940,"name='Lilly Daché', qid='Q3832427', description='fashion designer (1898–1989)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Lilly%20Dache%20puts%20hat%20in%201938%20capsule.jpg', signature_url=None, birth_date=1898, death_date=1989, num_of_identifiers=18"
✅ UPDATED in humans table,150940,nationality_id=375
✅ UPDATED in humans table,150940,gender_id=2
✅ ADDED in citizenships table ,22921,"human_id=150940, state_id=1"
✅ ADDED in human_location table ,212635,"human_id=150940, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150940,
✅ ADDED in human_occupation table ,58817,"human_id=150940, occupation_id=540"
✅ ADDED in human_collection table ,27672,"human_id=150940, collection_id=2, constituent_id=16632"
Q3832427,Lilly Daché,Added successfully
✅ ADDED in humans table ,150941,"name='Nettie Rosenstein', qid='Q16009373', description='American fashion designer (1890–1980)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Nettie%20Rosenstein%2C%201944.jpg', signature_url=None, birth_date=1890, death_date=1980, num_of_identifiers=12"
❌ nationality not provided.,150941,Nettie Rosenstein
✅ UPDATED in humans table,150941,nationality_id=376
✅ UPDATED in humans table,150941,gender_id=2
❌ Failed to fetch citizenships,150941,
✅ ADDED in human_location table ,212636,"human_id=150941, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150941,
✅ ADDED in human_occupation table ,58818,"human_id=150941, occupation_id=79"
✅ ADDED in human_collection table ,27673,"human_id=150941, collection_id=2, constituent_id=2054"
Q16009373,Nettie Rosenstein,Added successfully
✅ ADDED in humans table ,150942,"name='Ann Lowe', qid='Q4766516', description='African American fashion designer (1898–1981)', img_url='', signature_url=None, birth_date=1898, death_date=1981, num_of_identifiers=16"
✅ UPDATED in humans table,150942,nationality_id=378
✅ UPDATED in humans table,150942,gender_id=2
✅ ADDED in citizenships table ,22922,"human_id=150942, state_id=4"
✅ ADDED in human_location table ,212637,"human_id=150942, location_id=21, relationship_type_id=2, start_date=None, end_date=None"
✅ ADDED in human_location table ,212638,"human_id=150942, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150942,
✅ ADDED in human_occupation table ,58819,"human_id=150942, occupation_id=79"
✅ ADDED in human_occupation table ,58820,"human_id=150942, occupation_id=224"
✅ ADDED in human_occupation table ,58821,"human_id=150942, occupation_id=725"
✅ ADDED in human_collection table ,27674,"human_id=150942, collection_id=2, constituent_id=2054"
Q4766516,Ann Lowe,Added successfully
✅ ADDED in humans table ,150943,"name='Simonetta Colonna di Cesarò', qid='Q67901344', description='Italian fashion designer (1922–2011)', img_url='', signature_url=None, birth_date=1922, death_date=2011, num_of_identifiers=12"
✅ UPDATED in humans table,150943,nationality_id=381
✅ UPDATED in humans table,150943,gender_id=2
✅ ADDED in citizenships table ,22923,"human_id=150943, state_id=14"
✅ ADDED in citizenships table ,22924,"human_id=150943, state_id=33"
✅ ADDED in human_location table ,212639,"human_id=150943, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150943,
✅ ADDED in human_occupation table ,58822,"human_id=150943, occupation_id=79"
✅ ADDED in human_collection table ,27675,"human_id=150943, collection_id=2, constituent_id=2024"
Q67901344,Simonetta,Added successfully
✅ ADDED in humans table ,150944,"name='Oleg Cassini', qid='Q1343117', description='American fashion designer (1913–2006)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Oleg%20Cassini%201955.jpg', signature_url=None, birth_date=1913, death_date=2006, num_of_identifiers=44"
✅ UPDATED in humans table,150944,nationality_id=375
✅ UPDATED in humans table,150944,gender_id=1
✅ ADDED in citizenships table ,22925,"human_id=150944, state_id=1"
✅ ADDED in citizenships table ,22926,"human_id=150944, state_id=4"
✅ ADDED in citizenships table ,22927,"human_id=150944, state_id=13"
✅ ADDED in human_location table ,212640,"human_id=150944, location_id=6238, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150944,
✅ ADDED in human_occupation table ,58823,"human_id=150944, occupation_id=32"
✅ ADDED in human_occupation table ,58824,"human_id=150944, occupation_id=725"
✅ ADDED in human_collection table ,27676,"human_id=150944, collection_id=2, constituent_id=2055"
Q1343117,Oleg Cassini,Added successfully
✅ ADDED in humans table ,150945,"name='Vicky Tiel', qid='Q16205143', description='American fashion designer', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Vicky%20and%20Ron%20Berkeley.jpg', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=8"
❌ nationality not provided.,150945,Vicky Tiel
✅ UPDATED in humans table,150945,nationality_id=376
✅ UPDATED in humans table,150945,gender_id=2
❌ Failed to fetch citizenships,150945,
✅ ADDED in human_location table ,212641,"human_id=150945, location_id=3223, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212642,"human_id=150945, location_id=3010, relationship_type_id=3, start_date=None, end_date=None"
ℹ️ no movements,150945,
✅ ADDED in human_occupation table ,58825,"human_id=150945, occupation_id=79"
✅ ADDED in human_collection table ,27677,"human_id=150945, collection_id=2, constituent_id=2055"
Q16205143,Vicky Tiel,Added successfully
✅ ADDED in humans table ,150946,"name='Ceil Chapman', qid='Q5057360', description='American fashion designer (1912–1979)', img_url='', signature_url=None, birth_date=1912, death_date=1979, num_of_identifiers=9"
✅ UPDATED in humans table,150946,nationality_id=378
✅ UPDATED in humans table,150946,gender_id=2
✅ ADDED in citizenships table ,22928,"human_id=150946, state_id=4"
❌ Failed to fetch locations,150946,
ℹ️ no movements,150946,
✅ ADDED in human_occupation table ,58826,"human_id=150946, occupation_id=79"
✅ ADDED in human_collection table ,27678,"human_id=150946, collection_id=2, constituent_id=2055"
Q5057360,Ceil Chapman,Added successfully
✅ ADDED in humans table ,150947,"name='Louise Boulanger', qid='Q64850124', description='French fashion designer (1878–1950)', img_url='', signature_url=None, birth_date=1878, death_date=1950, num_of_identifiers=4"
✅ UPDATED in humans table,150947,nationality_id=375
✅ UPDATED in humans table,150947,gender_id=2
✅ ADDED in citizenships table ,22929,"human_id=150947, state_id=1"
✅ ADDED in human_location table ,212643,"human_id=150947, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150947,
✅ ADDED in human_occupation table ,58827,"human_id=150947, occupation_id=79"
✅ ADDED in human_collection table ,27679,"human_id=150947, collection_id=2, constituent_id=2055"
Q64850124,Louiseboulanger,Added successfully
✅ ADDED in humans table ,150948,"name='Andrew Fezza', qid='Q16186665', description='American fashion designer (born 1955)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20Fezza.jpg', signature_url=None, birth_date=1955, death_date=None, num_of_identifiers=1"
✅ UPDATED in humans table,150948,nationality_id=378
✅ UPDATED in humans table,150948,gender_id=1
✅ ADDED in citizenships table ,22930,"human_id=150948, state_id=4"
✅ ADDED in human_location table ,212644,"human_id=150948, location_id=4410, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212645,"human_id=150948, location_id=4590, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212646,"human_id=150948, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150948,
✅ ADDED in human_occupation table ,58828,"human_id=150948, occupation_id=79"
✅ ADDED in human_collection table ,27680,"human_id=150948, collection_id=2, constituent_id=2056"
Q16186665,Andrew Fezza,Added successfully
✅ ADDED in humans table ,150949,"name='Carmelo Pomodoro', qid='Q70780051', description='American fashion designer (1956-1992)', img_url='', signature_url=None, birth_date=1956, death_date=1992, num_of_identifiers=1"
✅ UPDATED in humans table,150949,nationality_id=378
✅ UPDATED in humans table,150949,gender_id=1
✅ ADDED in citizenships table ,22931,"human_id=150949, state_id=4"
✅ ADDED in human_location table ,212647,"human_id=150949, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150949,
✅ ADDED in human_occupation table ,58829,"human_id=150949, occupation_id=79"
✅ ADDED in human_collection table ,27681,"human_id=150949, collection_id=2, constituent_id=2056"
Q70780051,Carmelo Pomodoro,Added successfully
✅ ADDED in humans table ,150950,"name='Callot Soeurs', qid='Q1423925', description='French fashion house', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Slip%20MET%201993.95%20label.jpg', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=14"
❌ nationality not provided.,150950,Callot Soeurs
✅ UPDATED in humans table,150950,nationality_id=376
❌ gender not provided.,150950,Callot Soeurs
✅ UPDATED in humans table,150950,gender_id=16
❌ Failed to fetch citizenships,150950,
✅ ADDED in human_location table ,212648,"human_id=150950, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212649,"human_id=150950, location_id=5910, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_movement table ,3921,"human_id=150950, movement_id=145"
ℹ️ no occupations,150950,
✅ ADDED in human_collection table ,27682,"human_id=150950, collection_id=2, constituent_id=2060"
Q1423925,Callot Soeurs,Added successfully
✅ ADDED in humans table ,150951,"name='Jean Dessès', qid='Q3171727', description='Greek fashion designer (1904–1970)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Jeand%20Dess%C3%A8s%20portrait001.jpg', signature_url=None, birth_date=1904, death_date=1970, num_of_identifiers=27"
✅ UPDATED in humans table,150951,nationality_id=493
✅ UPDATED in humans table,150951,gender_id=1
✅ ADDED in citizenships table ,22932,"human_id=150951, state_id=205"
✅ ADDED in human_location table ,212650,"human_id=150951, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212651,"human_id=150951, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150951,
✅ ADDED in human_occupation table ,58830,"human_id=150951, occupation_id=725"
✅ ADDED in human_occupation table ,58831,"human_id=150951, occupation_id=32"
✅ ADDED in human_collection table ,27683,"human_id=150951, collection_id=2, constituent_id=2063"
Q3171727,Jean Dessès,Added successfully
Q929722,Brooks Brothers,Already exists
✅ UPDATED in human_collection table,3825,constituent_id=16315
✅ ADDED in humans table ,150952,"name='Dirk Bikkembergs', qid='Q766965', description='Belgian fashion designer (born 1959)', img_url='', signature_url=None, birth_date=1959, death_date=None, num_of_identifiers=19"
✅ UPDATED in humans table,150952,nationality_id=407
✅ UPDATED in humans table,150952,gender_id=1
✅ ADDED in citizenships table ,22933,"human_id=150952, state_id=2"
✅ ADDED in human_location table ,212652,"human_id=150952, location_id=2949, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212653,"human_id=150952, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150952,
✅ ADDED in human_occupation table ,58832,"human_id=150952, occupation_id=79"
✅ ADDED in human_occupation table ,58833,"human_id=150952, occupation_id=1202"
✅ ADDED in human_collection table ,27684,"human_id=150952, collection_id=2, constituent_id=2059"
Q766965,Dirk Bikkembergs,Added successfully
✅ ADDED in humans table ,150953,"name='Elizabeth Hawes', qid='Q5362941', description='American fashion designer (1903-1971)', img_url='', signature_url=None, birth_date=1903, death_date=1971, num_of_identifiers=28"
✅ UPDATED in humans table,150953,nationality_id=378
✅ UPDATED in humans table,150953,gender_id=2
✅ ADDED in citizenships table ,22934,"human_id=150953, state_id=4"
✅ ADDED in human_location table ,212654,"human_id=150953, location_id=3611, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in locations table ,35649,"qid='Q7332852', name='Ridgewood High School', description='Ridgewood, Bergen County, New Jersey', image_url='https://commons.wikimedia.org/wiki/Special:FilePath/Rhspana.jpg', logo_url='', lat=40.976967, lon=-74.106155, inception=None, country_label='United States'"
✅ ADDED in human_location table ,212655,"human_id=150953, location_id=35649, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212656,"human_id=150953, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150953,
✅ ADDED in human_occupation table ,58834,"human_id=150953, occupation_id=79"
✅ ADDED in human_occupation table ,58835,"human_id=150953, occupation_id=53"
✅ ADDED in human_occupation table ,58836,"human_id=150953, occupation_id=142"
✅ ADDED in human_occupation table ,58837,"human_id=150953, occupation_id=3"
✅ ADDED in human_collection table ,27685,"human_id=150953, collection_id=2, constituent_id=2085"
Q5362941,Elizabeth Hawes,Added successfully
✅ ADDED in humans table ,150954,"name='Bernard Figueroa', qid='Q70524888', description='footwear designer and businessman', img_url='', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=1"
❌ nationality not provided.,150954,Bernard Figueroa
✅ UPDATED in humans table,150954,nationality_id=376
✅ UPDATED in humans table,150954,gender_id=1
❌ Failed to fetch citizenships,150954,
✅ ADDED in locations table ,35650,"qid='Q3500962', name='Studio Berçot', description='private training institute in fashion design', image_url='', logo_url='', lat=48.8738, lon=2.3515, inception=None, country_label='France'"
✅ ADDED in human_location table ,212657,"human_id=150954, location_id=35650, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212658,"human_id=150954, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150954,
✅ ADDED in human_occupation table ,58838,"human_id=150954, occupation_id=1202"
✅ ADDED in human_occupation table ,58839,"human_id=150954, occupation_id=224"
✅ ADDED in human_collection table ,27686,"human_id=150954, collection_id=2, constituent_id=2060"
Q70524888,Bernard Figueroa,Added successfully
✅ ADDED in humans table ,150955,"name='Kansai Yamamoto', qid='Q6364496', description='Japanese fashion designer and event producer (1944-2020)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Yamamoto%20Kansai.jpg', signature_url=None, birth_date=1944, death_date=2020, num_of_identifiers=50"
✅ UPDATED in humans table,150955,nationality_id=401
✅ UPDATED in humans table,150955,gender_id=1
✅ ADDED in citizenships table ,22935,"human_id=150955, state_id=23"
✅ ADDED in citizenships table ,22936,"human_id=150955, state_id=161"
✅ ADDED in human_location table ,212659,"human_id=150955, location_id=3642, relationship_type_id=3, start_date=1962, end_date=1964"
✅ ADDED in locations table ,35651,"qid='Q11471523', name='Gifu Technical High School', description='', image_url='https://commons.wikimedia.org/wiki/Special:FilePath/Gifu%20Prefectural%20Gifu%20Technical%20High%20School01.jpg', logo_url='', lat=35.37425, lon=136.760139, inception=None, country_label='Japan'"
✅ ADDED in human_location table ,212660,"human_id=150955, location_id=35651, relationship_type_id=3, start_date=1959, end_date=1962"
✅ ADDED in human_location table ,212661,"human_id=150955, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212662,"human_id=150955, location_id=5726, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212663,"human_id=150955, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150955,
✅ ADDED in human_occupation table ,58840,"human_id=150955, occupation_id=79"
✅ ADDED in human_collection table ,27687,"human_id=150955, collection_id=2, constituent_id=2060"
Q6364496,Kansai Yamamoto,Added successfully
✅ ADDED in humans table ,150956,"name='Marc Jacobs', qid='Q313108', description='American fashion designer (born 1963)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Jacobs%20SXSW%202017%20%28cropped%29.jpg', signature_url=None, birth_date=1963, death_date=None, num_of_identifiers=65"
✅ UPDATED in humans table,150956,nationality_id=378
✅ UPDATED in humans table,150956,gender_id=1
✅ ADDED in citizenships table ,22937,"human_id=150956, state_id=4"
✅ ADDED in human_location table ,212664,"human_id=150956, location_id=3223, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212665,"human_id=150956, location_id=3830, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212666,"human_id=150956, location_id=4492, relationship_type_id=3, start_date=None, end_date=None"
✅ ADDED in human_location table ,212667,"human_id=150956, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212668,"human_id=150956, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150956,
✅ ADDED in human_occupation table ,58841,"human_id=150956, occupation_id=79"
✅ ADDED in human_occupation table ,58842,"human_id=150956, occupation_id=725"
✅ ADDED in human_collection table ,27688,"human_id=150956, collection_id=2, constituent_id=16563"
Q313108,Marc Jacobs,Added successfully
✅ ADDED in humans table ,150957,"name='Edward Molyneux', qid='Q320741', description='Paris-based British fashion designer and art dealer between the 1920s and 1950s (1891-1974)', img_url='https://commons.wikimedia.org/wiki/Special:FilePath/Molyneux-ByAbbe-1922.jpg', signature_url=None, birth_date=1891, death_date=1974, num_of_identifiers=42"
✅ UPDATED in humans table,150957,nationality_id=377
✅ UPDATED in humans table,150957,gender_id=1
✅ ADDED in citizenships table ,22938,"human_id=150957, state_id=3"
✅ ADDED in human_location table ,212669,"human_id=150957, location_id=201, relationship_type_id=2, start_date=None, end_date=None"
✅ ADDED in human_location table ,212670,"human_id=150957, location_id=5552, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212671,"human_id=150957, location_id=5551, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212672,"human_id=150957, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212673,"human_id=150957, location_id=5612, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150957,
✅ ADDED in human_occupation table ,58843,"human_id=150957, occupation_id=792"
✅ ADDED in human_occupation table ,58844,"human_id=150957, occupation_id=557"
✅ ADDED in human_occupation table ,58845,"human_id=150957, occupation_id=2"
✅ ADDED in human_occupation table ,58846,"human_id=150957, occupation_id=224"
✅ ADDED in human_occupation table ,58847,"human_id=150957, occupation_id=302"
✅ ADDED in human_occupation table ,58848,"human_id=150957, occupation_id=79"
✅ ADDED in human_collection table ,27689,"human_id=150957, collection_id=2, constituent_id=16483"
Q320741,Edward Molyneux,Added successfully
✅ ADDED in humans table ,150958,"name='Herman Rossberg', qid='Q21289099', description='American fashion designer', img_url='', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=4"
❌ nationality not provided.,150958,Herman Rossberg
✅ UPDATED in humans table,150958,nationality_id=376
✅ UPDATED in humans table,150958,gender_id=1
❌ Failed to fetch citizenships,150958,
✅ ADDED in human_location table ,212674,"human_id=150958, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
✅ ADDED in human_location table ,212675,"human_id=150958, location_id=6671, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150958,
✅ ADDED in human_occupation table ,58849,"human_id=150958, occupation_id=79"
✅ ADDED in human_collection table ,27690,"human_id=150958, collection_id=2, constituent_id=2061"
Q21289099,Herman Rossberg,Added successfully
✅ ADDED in humans table ,150959,"name='Caroline Reboux', qid='Q67138636', description='fashion house of Caroline Reboux', img_url='', signature_url=None, birth_date=None, death_date=None, num_of_identifiers=1"
❌ nationality not provided.,150959,Caroline Reboux
✅ UPDATED in humans table,150959,nationality_id=376
❌ gender not provided.,150959,Caroline Reboux
✅ UPDATED in humans table,150959,gender_id=16
❌ Failed to fetch citizenships,150959,
✅ ADDED in human_location table ,212676,"human_id=150959, location_id=5557, relationship_type_id=6, start_date=None, end_date=None"
ℹ️ no movements,150959,
ℹ️ no occupations,150959,
✅ ADDED in human_collection table ,27691,"human_id=150959, collection_id=2, constituent_id=17013"
Q67138636,Caroline Reboux,Added successfully
✅ ADDED in humans table ,150960,"name='Sarah Lipska', qid='Q3473380', description='Polish painter and fashion designer (1882-1973)', img_url='', signature_url=None, birth_date=1882, death_date=1973, num_of_identifiers=22"
✅ UPDATED in humans table,150960,nationality_id=375
✅ UPDATED in humans table,150960,gender_id=2
✅ ADDED in citizenships table ,22939,"human_id=150960, state_id=1"
✅ ADDED in citizenships table ,22940,"human_id=150960, state_id=63"
