Result,name,Context
✅ UPDATED in military_events table,4231,"lon=20.443195042, lat=40.98643170775"
fit_descendant_coords updated center (mean).,4231,"lon=20.443195042, lat=40.98643170775"
✅ UPDATED in military_events table,4550,"lon=4.740573333125, lat=46.98173195837499"
fit_descendant_coords updated center (mean).,4550,"lon=4.740573333125, lat=46.98173195837499"
✅ UPDATED in military_events table,4859,"lon=40.71041666625, lat=37.626805555"
fit_descendant_coords updated center (mean).,4859,"lon=40.71041666625, lat=37.626805555"
✅ UPDATED in military_events table,5673,"lon=135.645431440125, lat=34.689760347125"
fit_descendant_coords updated center (mean).,5673,"lon=135.645431440125, lat=34.689760347125"
✅ UPDATED in military_events table,5880,"lon=-81.568902555875, lat=27.865732777375005"
fit_descendant_coords updated center (mean).,5880,"lon=-81.568902555875, lat=27.865732777375005"
✅ UPDATED in military_events table,7054,"lon=76.50824120825, lat=13.15892170825"
fit_descendant_coords updated center (mean).,7054,"lon=76.50824120825, lat=13.15892170825"
✅ UPDATED in military_events table,8067,"lon=4.693368055125, lat=51.04934027737501"
fit_descendant_coords updated center (mean).,8067,"lon=4.693368055125, lat=51.04934027737501"
✅ UPDATED in military_events table,8888,"lon=-42.200624999625, lat=-13.6081249995"
fit_descendant_coords updated center (mean).,8888,"lon=-42.200624999625, lat=-13.6081249995"
✅ UPDATED in military_events table,9502,"lon=-75.9315035275, lat=-12.89900020825"
fit_descendant_coords updated center (mean).,9502,"lon=-75.9315035275, lat=-12.89900020825"
✅ UPDATED in military_events table,10539,"lon=-77.106770833, lat=20.864374999499997"
fit_descendant_coords updated center (mean).,10539,"lon=-77.106770833, lat=20.864374999499997"
✅ UPDATED in military_events table,11290,"lon=110.43202083275001, lat=2.706840694874999"
fit_descendant_coords updated center (mean).,11290,"lon=110.43202083275001, lat=2.706840694874999"
✅ UPDATED in military_events table,12253,"lon=-60.789871527625, lat=-22.333252082250002"
fit_descendant_coords updated center (mean).,12253,"lon=-60.789871527625, lat=-22.333252082250002"
✅ UPDATED in military_events table,12673,"lon=121.394028541625, lat=31.177477541625002"
fit_descendant_coords updated center (mean).,12673,"lon=121.394028541625, lat=31.177477541625002"
✅ UPDATED in military_events table,13431,"lon=127.59642499983333, lat=26.286749999666668"
fit_descendant_coords updated center (mean).,13431,"lon=127.59642499983333, lat=26.286749999666668"
✅ UPDATED in military_events table,13506,"lon=160.1549764255, lat=-9.691055778333332"
fit_descendant_coords updated center (mean).,13506,"lon=160.1549764255, lat=-9.691055778333332"
✅ UPDATED in military_events table,14578,"lon=18.761606958999998, lat=-9.93542484775"
fit_descendant_coords updated center (mean).,14578,"lon=18.761606958999998, lat=-9.93542484775"
✅ UPDATED in military_events table,14877,"lon=73.70699648737501, lat=29.52896694425"
fit_descendant_coords updated center (mean).,14877,"lon=73.70699648737501, lat=29.52896694425"
✅ UPDATED in military_events table,14972,"lon=96.48562442112501, lat=21.33705277725"
fit_descendant_coords updated center (mean).,14972,"lon=96.48562442112501, lat=21.33705277725"
✅ UPDATED in military_events table,14981,"lon=-54.983022958875004, lat=13.627436952250001"
fit_descendant_coords updated center (mean).,14981,"lon=-54.983022958875004, lat=13.627436952250001"
✅ UPDATED in military_events table,15142,"lon=19.314130812000002, lat=17.8032501453125"
fit_descendant_coords updated center (mean).,15142,"lon=19.314130812000002, lat=17.8032501453125"
✅ UPDATED in military_events table,15407,"lon=44.74751744425, lat=9.686562590125"
fit_descendant_coords updated center (mean).,15407,"lon=44.74751744425, lat=9.686562590125"
✅ UPDATED in military_events table,15814,"lon=3.1355035412500003, lat=17.4751464925"
fit_descendant_coords updated center (mean).,15814,"lon=3.1355035412500003, lat=17.4751464925"
✅ UPDATED in military_events table,16225,"lon=33.810173610625, lat=48.9739236106875"
fit_descendant_coords updated center (mean).,16225,"lon=33.810173610625, lat=48.9739236106875"
✅ UPDATED in military_events table,16911,"lon=46.978951305375, lat=39.76915770824999"
fit_descendant_coords updated center (mean).,16911,"lon=46.978951305375, lat=39.76915770824999"
✅ UPDATED in military_events table,16933,"lon=24.279848993428573, lat=13.410640940285715"
fit_descendant_coords updated center (mean).,16933,"lon=24.279848993428573, lat=13.410640940285715"
✅ UPDATED in military_events table,29147,"lon=33.24276076, lat=35.112631782125"
fit_descendant_coords updated center (mean).,29147,"lon=33.24276076, lat=35.112631782125"
✅ UPDATED in military_events table,30173,"lon=-16.208796296000003, lat=28.424675925666666"
fit_descendant_coords updated center (mean).,30173,"lon=-16.208796296000003, lat=28.424675925666666"
✅ UPDATED in military_events table,30818,"lon=37.030125861, lat=35.0606826805"
fit_descendant_coords updated center (mean).,30818,"lon=37.030125861, lat=35.0606826805"
✅ UPDATED in military_events table,270,"lon=12.493075793142856, lat=45.23008015842858"
fit_descendant_coords updated center (mean).,270,"lon=12.493075793142856, lat=45.23008015842858"
✅ UPDATED in military_events table,1140,"lon=25.614452809142858, lat=50.59106150757142"
fit_descendant_coords updated center (mean).,1140,"lon=25.614452809142858, lat=50.59106150757142"
✅ UPDATED in military_events table,1171,"lon=44.06765015885714, lat=48.65218463471428"
fit_descendant_coords updated center (mean).,1171,"lon=44.06765015885714, lat=48.65218463471428"
✅ UPDATED in military_events table,1312,"lon=40.928738094714284, lat=57.988190475857145"
fit_descendant_coords updated center (mean).,1312,"lon=40.928738094714284, lat=57.988190475857145"
✅ UPDATED in military_events table,1391,"lon=11.935654809428572, lat=36.31280488857142"
fit_descendant_coords updated center (mean).,1391,"lon=11.935654809428572, lat=36.31280488857142"
✅ UPDATED in military_events table,1583,"lon=34.17479682528572, lat=34.985674603142854"
fit_descendant_coords updated center (mean).,1583,"lon=34.17479682528572, lat=34.985674603142854"
✅ UPDATED in military_events table,1611,"lon=10.273362602285713, lat=36.29782523857143"
fit_descendant_coords updated center (mean).,1611,"lon=10.273362602285713, lat=36.29782523857143"
✅ UPDATED in military_events table,1780,"lon=94.558331587, lat=41.96138380928572"
fit_descendant_coords updated center (mean).,1780,"lon=94.558331587, lat=41.96138380928572"
✅ UPDATED in military_events table,1788,"lon=14.543314968142855, lat=40.823756619"
fit_descendant_coords updated center (mean).,1788,"lon=14.543314968142855, lat=40.823756619"
✅ UPDATED in military_events table,1802,"lon=8.081099221428572, lat=36.18419452428572"
fit_descendant_coords updated center (mean).,1802,"lon=8.081099221428572, lat=36.18419452428572"
✅ UPDATED in military_events table,2238,"lon=21.60202384114286, lat=43.01956336485715"
fit_descendant_coords updated center (mean).,2238,"lon=21.60202384114286, lat=43.01956336485715"
✅ UPDATED in military_events table,2323,"lon=31.243766682285717, lat=30.43702215857143"
fit_descendant_coords updated center (mean).,2323,"lon=31.243766682285717, lat=30.43702215857143"
✅ UPDATED in military_events table,3052,"lon=-7.172466237714285, lat=40.001355777571426"
fit_descendant_coords updated center (mean).,3052,"lon=-7.172466237714285, lat=40.001355777571426"
✅ UPDATED in military_events table,3233,"lon=-1.8964990477142858, lat=33.587467666571435"
fit_descendant_coords updated center (mean).,3233,"lon=-1.8964990477142858, lat=33.587467666571435"
✅ UPDATED in military_events table,3299,"lon=-8.468555556, lat=38.3645555554"
fit_descendant_coords updated center (mean).,3299,"lon=-8.468555556, lat=38.3645555554"
✅ UPDATED in military_events table,3462,"lon=72.60766828714286, lat=28.745848957714287"
fit_descendant_coords updated center (mean).,3462,"lon=72.60766828714286, lat=28.745848957714287"
✅ UPDATED in military_events table,3475,"lon=20.137498349142856, lat=50.50107298385715"
fit_descendant_coords updated center (mean).,3475,"lon=20.137498349142856, lat=50.50107298385715"
✅ UPDATED in military_events table,3699,"lon=3.1028351587142855, lat=50.90508720571428"
fit_descendant_coords updated center (mean).,3699,"lon=3.1028351587142855, lat=50.90508720571428"
✅ UPDATED in military_events table,4240,"lon=21.875273015285718, lat=38.248095237857136"
fit_descendant_coords updated center (mean).,4240,"lon=21.875273015285718, lat=38.248095237857136"
✅ UPDATED in military_events table,4560,"lon=-3.7180155557142855, lat=34.522026983714284"
fit_descendant_coords updated center (mean).,4560,"lon=-3.7180155557142855, lat=34.522026983714284"
✅ UPDATED in military_events table,4818,"lon=54.288849190428564, lat=27.400674602999995"
fit_descendant_coords updated center (mean).,4818,"lon=54.288849190428564, lat=27.400674602999995"
✅ UPDATED in military_events table,5432,"lon=14.512081350285714, lat=49.623539978"
fit_descendant_coords updated center (mean).,5432,"lon=14.512081350285714, lat=49.623539978"
✅ UPDATED in military_events table,5578,"lon=-71.87295623714286, lat=-11.84350574442857"
fit_descendant_coords updated center (mean).,5578,"lon=-71.87295623714286, lat=-11.84350574442857"
✅ UPDATED in military_events table,5835,"lon=-72.13593149966668, lat=42.212368222"
fit_descendant_coords updated center (mean).,5835,"lon=-72.13593149966668, lat=42.212368222"
✅ UPDATED in military_events table,5950,"lon=-94.88225714185715, lat=44.59749841228571"
fit_descendant_coords updated center (mean).,5950,"lon=-94.88225714185715, lat=44.59749841228571"
✅ UPDATED in military_events table,6012,"lon=-113.16223806257142, lat=46.006280952714285"
fit_descendant_coords updated center (mean).,6012,"lon=-113.16223806257142, lat=46.006280952714285"
✅ UPDATED in military_events table,6170,"lon=-46.832780476142865, lat=24.996533333142857"
fit_descendant_coords updated center (mean).,6170,"lon=-46.832780476142865, lat=24.996533333142857"
✅ UPDATED in military_events table,6248,"lon=-2.114364777142857, lat=52.512729825714295"
fit_descendant_coords updated center (mean).,6248,"lon=-2.114364777142857, lat=52.512729825714295"
✅ UPDATED in military_events table,6287,"lon=87.56540933328571, lat=19.853068333142858"
fit_descendant_coords updated center (mean).,6287,"lon=87.56540933328571, lat=19.853068333142858"
✅ UPDATED in military_events table,6558,"lon=5.2007675077142865, lat=46.17840757128572"
fit_descendant_coords updated center (mean).,6558,"lon=5.2007675077142865, lat=46.17840757128572"
✅ UPDATED in military_events table,6863,"lon=-63.935390156, lat=45.068848934"
fit_descendant_coords updated center (mean).,6863,"lon=-63.935390156, lat=45.068848934"
✅ UPDATED in military_events table,7346,"lon=-84.83992382557143, lat=40.179149238571426"
fit_descendant_coords updated center (mean).,7346,"lon=-84.83992382557143, lat=40.179149238571426"
✅ UPDATED in military_events table,8031,"lon=10.229572222, lat=44.558958333142854"
fit_descendant_coords updated center (mean).,8031,"lon=10.229572222, lat=44.558958333142854"
✅ UPDATED in military_events table,9209,"lon=-3.6598556092857137, lat=39.416185198571426"
fit_descendant_coords updated center (mean).,9209,"lon=-3.6598556092857137, lat=39.416185198571426"
✅ UPDATED in military_events table,9217,"lon=0.7481285714285715, lat=9.170428571428571"
fit_descendant_coords updated center (mean).,9217,"lon=0.7481285714285715, lat=9.170428571428571"
✅ UPDATED in military_events table,9420,"lon=-0.374681293, lat=41.212951021285726"
fit_descendant_coords updated center (mean).,9420,"lon=-0.374681293, lat=41.212951021285726"
✅ UPDATED in military_events table,9492,"lon=-52.359449602714285, lat=-30.766355555"
fit_descendant_coords updated center (mean).,9492,"lon=-52.359449602714285, lat=-30.766355555"
✅ UPDATED in military_events table,9577,"lon=-70.91, lat=18.64190476142857"
fit_descendant_coords updated center (mean).,9577,"lon=-70.91, lat=18.64190476142857"
✅ UPDATED in military_events table,10849,"lon=23.167903175142857, lat=37.612219093571426"
fit_descendant_coords updated center (mean).,10849,"lon=23.167903175142857, lat=37.612219093571426"
✅ UPDATED in military_events table,12877,"lon=5.7780213332, lat=51.945207511"
fit_descendant_coords updated center (mean).,12877,"lon=5.7780213332, lat=51.945207511"
✅ UPDATED in military_events table,12892,"lon=5.850187921428572, lat=50.20829893571429"
fit_descendant_coords updated center (mean).,12892,"lon=5.850187921428572, lat=50.20829893571429"
✅ UPDATED in military_events table,12905,"lon=7.940912651714286, lat=51.09206354042857"
fit_descendant_coords updated center (mean).,12905,"lon=7.940912651714286, lat=51.09206354042857"
✅ UPDATED in military_events table,13189,"lon=22.171969259666668, lat=39.738654074"
fit_descendant_coords updated center (mean).,13189,"lon=22.171969259666668, lat=39.738654074"
✅ UPDATED in military_events table,13765,"lon=25.641324742857144, lat=65.81614365228572"
fit_descendant_coords updated center (mean).,13765,"lon=25.641324742857144, lat=65.81614365228572"
✅ UPDATED in military_events table,13835,"lon=-43.25778683678572, lat=-22.895835672857142"
fit_descendant_coords updated center (mean).,13835,"lon=-43.25778683678572, lat=-22.895835672857142"
✅ UPDATED in military_events table,13985,"lon=128.45824280928568, lat=35.468176936714286"
fit_descendant_coords updated center (mean).,13985,"lon=128.45824280928568, lat=35.468176936714286"
✅ UPDATED in military_events table,14587,"lon=125.9984647437143, lat=-8.766279877499999"
fit_descendant_coords updated center (mean).,14587,"lon=125.9984647437143, lat=-8.766279877499999"
✅ UPDATED in military_events table,15303,"lon=35.37203453957142, lat=33.26709561885714"
fit_descendant_coords updated center (mean).,15303,"lon=35.37203453957142, lat=33.26709561885714"
✅ UPDATED in military_events table,15344,"lon=42.72204087314286, lat=42.231310318000006"
fit_descendant_coords updated center (mean).,15344,"lon=42.72204087314286, lat=42.231310318000006"
✅ UPDATED in military_events table,16716,"lon=15.884593498142857, lat=30.20597183942857"
fit_descendant_coords updated center (mean).,16716,"lon=15.884593498142857, lat=30.20597183942857"
✅ UPDATED in military_events table,17186,"lon=46.619047619, lat=18.20714285714286"
fit_descendant_coords updated center (mean).,17186,"lon=46.619047619, lat=18.20714285714286"
✅ UPDATED in military_events table,29280,"lon=-70.31366913585714, lat=-14.897699004857143"
fit_descendant_coords updated center (mean).,29280,"lon=-70.31366913585714, lat=-14.897699004857143"
✅ UPDATED in military_events table,29525,"lon=43.81965506314286, lat=16.761644063142857"
fit_descendant_coords updated center (mean).,29525,"lon=43.81965506314286, lat=16.761644063142857"
✅ UPDATED in military_events table,29547,"lon=43.39282924128571, lat=35.62978757114286"
fit_descendant_coords updated center (mean).,29547,"lon=43.39282924128571, lat=35.62978757114286"
✅ UPDATED in military_events table,29649,"lon=-73.52808814285716, lat=45.38249942857142"
fit_descendant_coords updated center (mean).,29649,"lon=-73.52808814285716, lat=45.38249942857142"
✅ UPDATED in military_events table,30108,"lon=22.448459920857147, lat=53.40237976142856"
fit_descendant_coords updated center (mean).,30108,"lon=22.448459920857147, lat=53.40237976142856"
✅ UPDATED in military_events table,30126,"lon=28.50872857142857, lat=38.49516666571429"
fit_descendant_coords updated center (mean).,30126,"lon=28.50872857142857, lat=38.49516666571429"
✅ UPDATED in military_events table,30206,"lon=38.81849220628572, lat=12.057896809428572"
fit_descendant_coords updated center (mean).,30206,"lon=38.81849220628572, lat=12.057896809428572"
✅ UPDATED in military_events table,30371,"lon=101.66791675, lat=3.979514"
fit_descendant_coords updated center (mean).,30371,"lon=101.66791675, lat=3.979514"
✅ UPDATED in military_events table,30420,"lon=14.493743333714287, lat=40.524608746000006"
fit_descendant_coords updated center (mean).,30420,"lon=14.493743333714287, lat=40.524608746000006"
✅ UPDATED in military_events table,30558,"lon=106.974676, lat=13.1526635554"
fit_descendant_coords updated center (mean).,30558,"lon=106.974676, lat=13.1526635554"
✅ UPDATED in military_events table,30797,"lon=37.5878191385, lat=34.5987343325"
fit_descendant_coords updated center (mean).,30797,"lon=37.5878191385, lat=34.5987343325"
✅ UPDATED in military_events table,30914,"lon=43.98763888883334, lat=33.16532407366667"
fit_descendant_coords updated center (mean).,30914,"lon=43.98763888883334, lat=33.16532407366667"
✅ UPDATED in military_events table,31043,"lon=-7.162325857142856, lat=53.69229442857142"
fit_descendant_coords updated center (mean).,31043,"lon=-7.162325857142856, lat=53.69229442857142"
✅ UPDATED in military_events table,16,"lon=30.557511222, lat=59.14380388866667"
fit_descendant_coords updated center (mean).,16,"lon=30.557511222, lat=59.14380388866667"
✅ UPDATED in military_events table,357,"lon=36.506990758499995, lat=33.175231519499995"
fit_descendant_coords updated center (mean).,357,"lon=36.506990758499995, lat=33.175231519499995"
✅ UPDATED in military_events table,1105,"lon=29.158979629499996, lat=60.535014814166665"
fit_descendant_coords updated center (mean).,1105,"lon=29.158979629499996, lat=60.535014814166665"
✅ UPDATED in military_events table,1222,"lon=28.097546296666668, lat=59.37657407333333"
fit_descendant_coords updated center (mean).,1222,"lon=28.097546296666668, lat=59.37657407333333"
✅ UPDATED in military_events table,1383,"lon=13.824663074, lat=37.441023185"
fit_descendant_coords updated center (mean).,1383,"lon=13.824663074, lat=37.441023185"
✅ UPDATED in military_events table,1399,"lon=13.381408889400001, lat=37.709380555799996"
fit_descendant_coords updated center (mean).,1399,"lon=13.381408889400001, lat=37.709380555799996"
✅ UPDATED in military_events table,1432,"lon=23.75135648066667, lat=39.60943981483333"
fit_descendant_coords updated center (mean).,1432,"lon=23.75135648066667, lat=39.60943981483333"
✅ UPDATED in military_events table,1476,"lon=23.488788778333333, lat=38.4288841295"
fit_descendant_coords updated center (mean).,1476,"lon=23.488788778333333, lat=38.4288841295"
✅ UPDATED in military_events table,1515,"lon=13.907657462833333, lat=41.444398037000006"
fit_descendant_coords updated center (mean).,1515,"lon=13.907657462833333, lat=41.444398037000006"
✅ UPDATED in military_events table,1574,"lon=15.730466573833333, lat=40.22172031416667"
fit_descendant_coords updated center (mean).,1574,"lon=15.730466573833333, lat=40.22172031416667"
✅ UPDATED in military_events table,1687,"lon=10.348198610833334, lat=36.78610018483334"
fit_descendant_coords updated center (mean).,1687,"lon=10.348198610833334, lat=36.78610018483334"
✅ UPDATED in military_events table,1700,"lon=56.28491469366667, lat=30.170376323750002"
fit_descendant_coords updated center (mean).,1700,"lon=56.28491469366667, lat=30.170376323750002"
✅ UPDATED in military_events table,1725,"lon=22.233025777333335, lat=39.182714426166676"
fit_descendant_coords updated center (mean).,1725,"lon=22.233025777333335, lat=39.182714426166676"
✅ UPDATED in military_events table,2029,"lon=41.406481593, lat=37.032638888"
fit_descendant_coords updated center (mean).,2029,"lon=41.406481593, lat=37.032638888"
✅ UPDATED in military_events table,2331,"lon=7.9582421293333345, lat=35.822983795999995"
fit_descendant_coords updated center (mean).,2331,"lon=7.9582421293333345, lat=35.822983795999995"
✅ UPDATED in military_events table,2420,"lon=69.06033877774999, lat=27.14722219425"
fit_descendant_coords updated center (mean).,2420,"lon=69.06033877774999, lat=27.14722219425"
✅ UPDATED in military_events table,2825,"lon=26.538149703166667, lat=33.685301351499994"
fit_descendant_coords updated center (mean).,2825,"lon=26.538149703166667, lat=33.685301351499994"
✅ UPDATED in military_events table,3252,"lon=10.747544443666667, lat=55.60408703666667"
fit_descendant_coords updated center (mean).,3252,"lon=10.747544443666667, lat=55.60408703666667"
✅ UPDATED in military_events table,3261,"lon=-1.4717167961666666, lat=52.56118418566666"
fit_descendant_coords updated center (mean).,3261,"lon=-1.4717167961666666, lat=52.56118418566666"
✅ UPDATED in military_events table,3688,"lon=7.911109073333333, lat=47.08412592583333"
fit_descendant_coords updated center (mean).,3688,"lon=7.911109073333333, lat=47.08412592583333"
✅ UPDATED in military_events table,4099,"lon=-2.5626135591666666, lat=43.11484077866666"
fit_descendant_coords updated center (mean).,4099,"lon=-2.5626135591666666, lat=43.11484077866666"
✅ UPDATED in military_events table,4152,"lon=48.767, lat=48.083333332"
fit_descendant_coords updated center (mean).,4152,"lon=48.767, lat=48.083333332"
✅ UPDATED in military_events table,4253,"lon=25.224259259166672, lat=37.4621296295"
fit_descendant_coords updated center (mean).,4253,"lon=25.224259259166672, lat=37.4621296295"
✅ UPDATED in military_events table,4409,"lon=44.0477373325, lat=56.07128988816667"
fit_descendant_coords updated center (mean).,4409,"lon=44.0477373325, lat=56.07128988816667"
✅ UPDATED in military_events table,4446,"lon=18.310888802666664, lat=54.46698695166668"
fit_descendant_coords updated center (mean).,4446,"lon=18.310888802666664, lat=54.46698695166668"
✅ UPDATED in military_events table,4526,"lon=135.72960895383335, lat=34.94405169816667"
fit_descendant_coords updated center (mean).,4526,"lon=135.72960895383335, lat=34.94405169816667"
✅ UPDATED in military_events table,4664,"lon=-1.4153717443333333, lat=42.85441090966666"
fit_descendant_coords updated center (mean).,4664,"lon=-1.4153717443333333, lat=42.85441090966666"
✅ UPDATED in military_events table,4721,"lon=11.050555555499999, lat=43.46944444433334"
fit_descendant_coords updated center (mean).,4721,"lon=11.050555555499999, lat=43.46944444433334"
✅ UPDATED in military_events table,4770,"lon=9.023748648333333, lat=47.33803931433334"
fit_descendant_coords updated center (mean).,4770,"lon=9.023748648333333, lat=47.33803931433334"
✅ UPDATED in military_events table,4810,"lon=88.0279425925, lat=9.134303703333334"
fit_descendant_coords updated center (mean).,4810,"lon=88.0279425925, lat=9.134303703333334"
✅ UPDATED in military_events table,5017,"lon=16.763764698000003, lat=59.365852784333335"
fit_descendant_coords updated center (mean).,5017,"lon=16.763764698000003, lat=59.365852784333335"
✅ UPDATED in military_events table,5689,"lon=-16.924944444166666, lat=39.36149629683333"
fit_descendant_coords updated center (mean).,5689,"lon=-16.924944444166666, lat=39.36149629683333"
✅ UPDATED in military_events table,5726,"lon=27.366041666166666, lat=46.077638887999996"
fit_descendant_coords updated center (mean).,5726,"lon=27.366041666166666, lat=46.077638887999996"
✅ UPDATED in military_events table,6033,"lon=14.712374394833333, lat=57.41615866633333"
fit_descendant_coords updated center (mean).,6033,"lon=14.712374394833333, lat=57.41615866633333"
✅ UPDATED in military_events table,6225,"lon=-7.993786999999998, lat=52.800290111"
fit_descendant_coords updated center (mean).,6225,"lon=-7.993786999999998, lat=52.800290111"
✅ UPDATED in military_events table,6361,"lon=-24.518842777666663, lat=33.85947888883334"
fit_descendant_coords updated center (mean).,6361,"lon=-24.518842777666663, lat=33.85947888883334"
✅ UPDATED in military_events table,6492,"lon=3.965462962166667, lat=48.04462962899999"
fit_descendant_coords updated center (mean).,6492,"lon=3.965462962166667, lat=48.04462962899999"
✅ UPDATED in military_events table,6856,"lon=72.38368424116666, lat=33.25370737083333"
fit_descendant_coords updated center (mean).,6856,"lon=72.38368424116666, lat=33.25370737083333"
✅ UPDATED in military_events table,6976,"lon=13.469721296166666, lat=53.699513888666665"
fit_descendant_coords updated center (mean).,6976,"lon=13.469721296166666, lat=53.699513888666665"
✅ UPDATED in military_events table,8086,"lon=-3.537187036999999, lat=51.95007963016666"
fit_descendant_coords updated center (mean).,8086,"lon=-3.537187036999999, lat=51.95007963016666"
✅ UPDATED in military_events table,8673,"lon=-0.8397679634999999, lat=43.4314347585"
fit_descendant_coords updated center (mean).,8673,"lon=-0.8397679634999999, lat=43.4314347585"
✅ UPDATED in military_events table,9225,"lon=94.88750000083333, lat=19.3291666675"
fit_descendant_coords updated center (mean).,9225,"lon=94.88750000083333, lat=19.3291666675"
✅ UPDATED in military_events table,9520,"lon=35.76647314775, lat=34.098558518833336"
fit_descendant_coords updated center (mean).,9520,"lon=35.76647314775, lat=34.098558518833336"
✅ UPDATED in military_events table,9786,"lon=-101.01031141633332, lat=21.277129892"
fit_descendant_coords updated center (mean).,9786,"lon=-101.01031141633332, lat=21.277129892"
✅ UPDATED in military_events table,9833,"lon=-5.035641666666667, lat=35.639679"
fit_descendant_coords updated center (mean).,9833,"lon=-5.035641666666667, lat=35.639679"
✅ UPDATED in military_events table,10967,"lon=43.301484499999994, lat=25.974389666666667"
fit_descendant_coords updated center (mean).,10967,"lon=43.301484499999994, lat=25.974389666666667"
✅ UPDATED in military_events table,10996,"lon=50.291237499333334, lat=35.84734675916667"
fit_descendant_coords updated center (mean).,10996,"lon=50.291237499333334, lat=35.84734675916667"
✅ UPDATED in military_events table,11514,"lon=25.605792777666668, lat=48.89227592583333"
fit_descendant_coords updated center (mean).,11514,"lon=25.605792777666668, lat=48.89227592583333"
✅ UPDATED in military_events table,11798,"lon=45.87291666625, lat=39.887685185"
fit_descendant_coords updated center (mean).,11798,"lon=45.87291666625, lat=39.887685185"
✅ UPDATED in military_events table,12444,"lon=22.168308297916667, lat=52.230745832333334"
fit_descendant_coords updated center (mean).,12444,"lon=22.168308297916667, lat=52.230745832333334"
✅ UPDATED in military_events table,12983,"lon=8.273680738, lat=60.577844159200005"
fit_descendant_coords updated center (mean).,12983,"lon=8.273680738, lat=60.577844159200005"
✅ UPDATED in military_events table,13152,"lon=11.7393244886, lat=44.895226688600005"
fit_descendant_coords updated center (mean).,13152,"lon=11.7393244886, lat=44.895226688600005"
✅ UPDATED in military_events table,13836,"lon=-43.25954668, lat=-22.892036233166667"
fit_descendant_coords updated center (mean).,13836,"lon=-43.25954668, lat=-22.892036233166667"
✅ UPDATED in military_events table,14189,"lon=-62.36785461100001, lat=-30.062535870333335"
fit_descendant_coords updated center (mean).,14189,"lon=-62.36785461100001, lat=-30.062535870333335"
✅ UPDATED in military_events table,14409,"lon=19.158462647666667, lat=47.4144607405"
fit_descendant_coords updated center (mean).,14409,"lon=19.158462647666667, lat=47.4144607405"
✅ UPDATED in military_events table,14416,"lon=25.76847222266667, lat=33.43972222166666"
fit_descendant_coords updated center (mean).,14416,"lon=25.76847222266667, lat=33.43972222166666"
✅ UPDATED in military_events table,14450,"lon=44.98915594416667, lat=12.987090333333333"
fit_descendant_coords updated center (mean).,14450,"lon=44.98915594416667, lat=12.987090333333333"
✅ UPDATED in military_events table,14599,"lon=42.35740740716667, lat=6.8574074073333335"
fit_descendant_coords updated center (mean).,14599,"lon=42.35740740716667, lat=6.8574074073333335"
✅ UPDATED in military_events table,14838,"lon=-79.56866666650001, lat=8.932749999833334"
fit_descendant_coords updated center (mean).,14838,"lon=-79.56866666650001, lat=8.932749999833334"
✅ UPDATED in military_events table,15541,"lon=19.2605092595, lat=43.76648148066666"
fit_descendant_coords updated center (mean).,15541,"lon=19.2605092595, lat=43.76648148066666"
✅ UPDATED in military_events table,15767,"lon=46.36310185116667, lat=42.95962968616667"
fit_descendant_coords updated center (mean).,15767,"lon=46.36310185116667, lat=42.95962968616667"
✅ UPDATED in military_events table,15896,"lon=43.401452770166664, lat=35.61484705516667"
fit_descendant_coords updated center (mean).,15896,"lon=43.401452770166664, lat=35.61484705516667"
✅ UPDATED in military_events table,16042,"lon=19.247037499, lat=13.262082870666667"
fit_descendant_coords updated center (mean).,16042,"lon=19.247037499, lat=13.262082870666667"
✅ UPDATED in military_events table,16239,"lon=37.5591944442, lat=47.104649999799996"
fit_descendant_coords updated center (mean).,16239,"lon=37.5591944442, lat=47.104649999799996"
✅ UPDATED in military_events table,16707,"lon=44.30805555533333, lat=33.91791666616667"
fit_descendant_coords updated center (mean).,16707,"lon=44.30805555533333, lat=33.91791666616667"
✅ UPDATED in military_events table,16788,"lon=51.726603702333335, lat=29.266360185166665"
fit_descendant_coords updated center (mean).,16788,"lon=51.726603702333335, lat=29.266360185166665"
✅ UPDATED in military_events table,17263,"lon=50.5023499245, lat=35.80964556"
fit_descendant_coords updated center (mean).,17263,"lon=50.5023499245, lat=35.80964556"
✅ UPDATED in military_events table,29367,"lon=0.1961040186666665, lat=34.73199570333333"
fit_descendant_coords updated center (mean).,29367,"lon=0.1961040186666665, lat=34.73199570333333"
✅ UPDATED in military_events table,29395,"lon=-1.2374999986666666, lat=37.889398147"
fit_descendant_coords updated center (mean).,29395,"lon=-1.2374999986666666, lat=37.889398147"
✅ UPDATED in military_events table,29807,"lon=-0.33300925866666664, lat=39.19796296366667"
fit_descendant_coords updated center (mean).,29807,"lon=-0.33300925866666664, lat=39.19796296366667"
✅ UPDATED in military_events table,30136,"lon=107.21340823883334, lat=12.025992011"
fit_descendant_coords updated center (mean).,30136,"lon=107.21340823883334, lat=12.025992011"
✅ UPDATED in military_events table,30156,"lon=2.7950935183333336, lat=39.64684129616667"
fit_descendant_coords updated center (mean).,30156,"lon=2.7950935183333336, lat=39.64684129616667"
✅ UPDATED in military_events table,30307,"lon=77.49078518516666, lat=28.594753703666665"
fit_descendant_coords updated center (mean).,30307,"lon=77.49078518516666, lat=28.594753703666665"
✅ UPDATED in military_events table,30382,"lon=41.61495925900001, lat=36.400225925499996"
fit_descendant_coords updated center (mean).,30382,"lon=41.61495925900001, lat=36.400225925499996"
