Result,name,Context
fit_descendant_coords updated center (mean).,3855,"lon=15.723296068181126, lat=41.55134350706631"
✅ UPDATED in military_events table,15823,"lon=41.1267575248312, lat=33.35123305077391"
fit_descendant_coords updated center (mean).,15823,"lon=41.1267575248312, lat=33.35123305077391"
✅ UPDATED in military_events table,11827,"lon=42.313978195762864, lat=51.70705833647998"
fit_descendant_coords updated center (mean).,11827,"lon=42.313978195762864, lat=51.70705833647998"
✅ UPDATED in military_events table,5357,"lon=7.739109204683138, lat=48.16585055893898"
fit_descendant_coords updated center (mean).,5357,"lon=7.739109204683138, lat=48.16585055893898"
✅ UPDATED in military_events table,2925,"lon=-0.05852435910606047, lat=46.95653812701515"
fit_descendant_coords updated center (mean).,2925,"lon=-0.05852435910606047, lat=46.95653812701515"
✅ UPDATED in military_events table,13008,"lon=18.22621369264241, lat=36.82176627923099"
fit_descendant_coords updated center (mean).,13008,"lon=18.22621369264241, lat=36.82176627923099"
✅ UPDATED in military_events table,8753,"lon=-71.61908183170337, lat=-6.13880444646"
fit_descendant_coords updated center (mean).,8753,"lon=-71.61908183170337, lat=-6.13880444646"
✅ UPDATED in military_events table,6872,"lon=-3.311248223174342, lat=42.35280388114802"
fit_descendant_coords updated center (mean).,6872,"lon=-3.311248223174342, lat=42.35280388114802"
✅ UPDATED in military_events table,12100,"lon=114.62560382173552, lat=33.51420536845455"
fit_descendant_coords updated center (mean).,12100,"lon=114.62560382173552, lat=33.51420536845455"
✅ UPDATED in military_events table,8754,"lon=-73.53812155780358, lat=-5.651236906953572"
fit_descendant_coords updated center (mean).,8754,"lon=-73.53812155780358, lat=-5.651236906953572"
✅ UPDATED in military_events table,12794,"lon=4.536935861182836, lat=50.39865068594774"
fit_descendant_coords updated center (mean).,12794,"lon=4.536935861182836, lat=50.39865068594774"
✅ UPDATED in military_events table,9339,"lon=-0.8125928407743057, lat=41.64691329290627"
fit_descendant_coords updated center (mean).,9339,"lon=-0.8125928407743057, lat=41.64691329290627"
✅ UPDATED in military_events table,16742,"lon=19.77240231473958, lat=19.011624901798616"
fit_descendant_coords updated center (mean).,16742,"lon=19.77240231473958, lat=19.011624901798616"
✅ UPDATED in military_events table,3404,"lon=62.31221329345352, lat=37.99445413544573"
fit_descendant_coords updated center (mean).,3404,"lon=62.31221329345352, lat=37.99445413544573"
✅ UPDATED in military_events table,10,"lon=23.288436565500017, lat=58.00183754602222"
fit_descendant_coords updated center (mean).,10,"lon=23.288436565500017, lat=58.00183754602222"
✅ UPDATED in military_events table,11300,"lon=3.5021934966641797, lat=50.09367039552988"
fit_descendant_coords updated center (mean).,11300,"lon=3.5021934966641797, lat=50.09367039552988"
✅ UPDATED in military_events table,12796,"lon=3.437041830237706, lat=50.10844820336883"
fit_descendant_coords updated center (mean).,12796,"lon=3.437041830237706, lat=50.10844820336883"
✅ UPDATED in military_events table,1907,"lon=41.026107147927455, lat=37.37571185028626"
fit_descendant_coords updated center (mean).,1907,"lon=41.026107147927455, lat=37.37571185028626"
✅ UPDATED in military_events table,3090,"lon=-12.128129527314961, lat=41.48010338419292"
fit_descendant_coords updated center (mean).,3090,"lon=-12.128129527314961, lat=41.48010338419292"
✅ UPDATED in military_events table,4843,"lon=47.03516589878629, lat=36.98064587968548"
fit_descendant_coords updated center (mean).,4843,"lon=47.03516589878629, lat=36.98064587968548"
✅ UPDATED in military_events table,11565,"lon=38.594274843914555, lat=34.71490396248292"
fit_descendant_coords updated center (mean).,11565,"lon=38.594274843914555, lat=34.71490396248292"
✅ UPDATED in military_events table,8200,"lon=142.7581293100323, lat=-33.34658598570967"
fit_descendant_coords updated center (mean).,8200,"lon=142.7581293100323, lat=-33.34658598570967"
✅ UPDATED in military_events table,13333,"lon=136.16512309048645, lat=34.883215020171164"
fit_descendant_coords updated center (mean).,13333,"lon=136.16512309048645, lat=34.883215020171164"
✅ UPDATED in military_events table,7573,"lon=-1.1749306404568967, lat=47.076998023491385"
fit_descendant_coords updated center (mean).,7573,"lon=-1.1749306404568967, lat=47.076998023491385"
✅ UPDATED in military_events table,14047,"lon=19.56989718088261, lat=29.401174139521746"
fit_descendant_coords updated center (mean).,14047,"lon=19.56989718088261, lat=29.401174139521746"
✅ UPDATED in military_events table,12926,"lon=-21.303796963624997, lat=22.5165561052"
fit_descendant_coords updated center (mean).,12926,"lon=-21.303796963624997, lat=22.5165561052"
✅ UPDATED in military_events table,7756,"lon=6.519807974287037, lat=42.469512812148146"
fit_descendant_coords updated center (mean).,7756,"lon=6.519807974287037, lat=42.469512812148146"
✅ UPDATED in military_events table,13946,"lon=127.56557477558083, lat=37.57064048229292"
fit_descendant_coords updated center (mean).,13946,"lon=127.56557477558083, lat=37.57064048229292"
✅ UPDATED in military_events table,1592,"lon=10.06465185478713, lat=39.212435074564354"
fit_descendant_coords updated center (mean).,1592,"lon=10.06465185478713, lat=39.212435074564354"
✅ UPDATED in military_events table,6183,"lon=-5.92595525231683, lat=53.097890665470274"
fit_descendant_coords updated center (mean).,6183,"lon=-5.92595525231683, lat=53.097890665470274"
✅ UPDATED in military_events table,9341,"lon=-0.8859475078712871, lat=41.38044027134654"
fit_descendant_coords updated center (mean).,9341,"lon=-0.8859475078712871, lat=41.38044027134654"
✅ UPDATED in military_events table,13335,"lon=136.05058728866666, lat=35.174058194656254"
fit_descendant_coords updated center (mean).,13335,"lon=136.05058728866666, lat=35.174058194656254"
✅ UPDATED in military_events table,8964,"lon=-75.481423374515, lat=36.79530416526499"
fit_descendant_coords updated center (mean).,8964,"lon=-75.481423374515, lat=36.79530416526499"
✅ UPDATED in military_events table,12279,"lon=-2.6624394191989804, lat=40.71617630984184"
fit_descendant_coords updated center (mean).,12279,"lon=-2.6624394191989804, lat=40.71617630984184"
✅ UPDATED in military_events table,13206,"lon=18.309114527010426, lat=44.32161736930727"
fit_descendant_coords updated center (mean).,13206,"lon=18.309114527010426, lat=44.32161736930727"
✅ UPDATED in military_events table,23,"lon=22.304562822011235, lat=56.18077518670784"
fit_descendant_coords updated center (mean).,23,"lon=22.304562822011235, lat=56.18077518670784"
✅ UPDATED in military_events table,4632,"lon=5.877456484477276, lat=45.749204380897716"
fit_descendant_coords updated center (mean).,4632,"lon=5.877456484477276, lat=45.749204380897716"
✅ UPDATED in military_events table,6764,"lon=-16.28173679978736, lat=40.37177272012643"
fit_descendant_coords updated center (mean).,6764,"lon=-16.28173679978736, lat=40.37177272012643"
✅ UPDATED in military_events table,9120,"lon=23.036741628705887, lat=38.38372919745883"
fit_descendant_coords updated center (mean).,9120,"lon=23.036741628705887, lat=38.38372919745883"
✅ UPDATED in military_events table,12648,"lon=112.73215185643033, lat=31.522414346063282"
fit_descendant_coords updated center (mean).,12648,"lon=112.73215185643033, lat=31.522414346063282"
✅ UPDATED in military_events table,6104,"lon=-3.5735792480833344, lat=41.40013456262819"
fit_descendant_coords updated center (mean).,6104,"lon=-3.5735792480833344, lat=41.40013456262819"
✅ UPDATED in military_events table,16352,"lon=31.39792919813013, lat=38.81563045467808"
fit_descendant_coords updated center (mean).,16352,"lon=31.39792919813013, lat=38.81563045467808"
✅ UPDATED in military_events table,15531,"lon=18.181403204720784, lat=44.13296057993506"
fit_descendant_coords updated center (mean).,15531,"lon=18.181403204720784, lat=44.13296057993506"
✅ UPDATED in military_events table,4225,"lon=22.751316019173323, lat=38.864709181639995"
fit_descendant_coords updated center (mean).,4225,"lon=22.751316019173323, lat=38.864709181639995"
✅ UPDATED in military_events table,15396,"lon=44.90092664211841, lat=3.9790204273486833"
fit_descendant_coords updated center (mean).,15396,"lon=44.90092664211841, lat=3.9790204273486833"
✅ UPDATED in military_events table,16807,"lon=-0.9416016095065786, lat=16.882454045986844"
fit_descendant_coords updated center (mean).,16807,"lon=-0.9416016095065786, lat=16.882454045986844"
✅ UPDATED in military_events table,8103,"lon=-1.90256456176, lat=48.06339623444001"
fit_descendant_coords updated center (mean).,8103,"lon=-1.90256456176, lat=48.06339623444001"
✅ UPDATED in military_events table,4127,"lon=49.490412628089565, lat=37.46370108919401"
fit_descendant_coords updated center (mean).,4127,"lon=49.490412628089565, lat=37.46370108919401"
✅ UPDATED in military_events table,7945,"lon=8.238255737921877, lat=49.91283721048437"
fit_descendant_coords updated center (mean).,7945,"lon=8.238255737921877, lat=49.91283721048437"
✅ UPDATED in military_events table,30964,"lon=-25.545357142857142, lat=15.029857142857143"
fit_descendant_coords updated center (mean).,30964,"lon=-25.545357142857142, lat=15.029857142857143"
✅ UPDATED in military_events table,1619,"lon=9.33510508646269, lat=40.224530377701484"
fit_descendant_coords updated center (mean).,1619,"lon=9.33510508646269, lat=40.224530377701484"
✅ UPDATED in military_events table,3875,"lon=6.972987911544776, lat=38.09644796302239"
fit_descendant_coords updated center (mean).,3875,"lon=6.972987911544776, lat=38.09644796302239"
✅ UPDATED in military_events table,12733,"lon=20.625083997300003, lat=51.99791700382308"
fit_descendant_coords updated center (mean).,12733,"lon=20.625083997300003, lat=51.99791700382308"
✅ UPDATED in military_events table,15879,"lon=40.6036207725159, lat=33.89714105417458"
fit_descendant_coords updated center (mean).,15879,"lon=40.6036207725159, lat=33.89714105417458"
✅ UPDATED in military_events table,30225,"lon=-1.7064001112258058, lat=41.88477242458063"
fit_descendant_coords updated center (mean).,30225,"lon=-1.7064001112258058, lat=41.88477242458063"
✅ UPDATED in military_events table,10550,"lon=2.8980448301384616, lat=48.343602647661534"
fit_descendant_coords updated center (mean).,10550,"lon=2.8980448301384616, lat=48.343602647661534"
✅ UPDATED in military_events table,10441,"lon=11.76409297944827, lat=48.72611580877587"
fit_descendant_coords updated center (mean).,10441,"lon=11.76409297944827, lat=48.72611580877587"
✅ UPDATED in military_events table,6630,"lon=-2.332291538338983, lat=47.54500513954237"
fit_descendant_coords updated center (mean).,6630,"lon=-2.332291538338983, lat=47.54500513954237"
✅ UPDATED in military_events table,6418,"lon=17.439691531534482, lat=51.76622793479311"
fit_descendant_coords updated center (mean).,6418,"lon=17.439691531534482, lat=51.76622793479311"
✅ UPDATED in military_events table,13016,"lon=19.473343975953707, lat=32.029537584333326"
fit_descendant_coords updated center (mean).,13016,"lon=19.473343975953707, lat=32.029537584333326"
✅ UPDATED in military_events table,14912,"lon=34.73927227393967, lat=31.682242701663796"
fit_descendant_coords updated center (mean).,14912,"lon=34.73927227393967, lat=31.682242701663796"
✅ UPDATED in military_events table,1971,"lon=40.82826758673685, lat=38.671112426298244"
fit_descendant_coords updated center (mean).,1971,"lon=40.82826758673685, lat=38.671112426298244"
✅ UPDATED in military_events table,2850,"lon=15.10471463194737, lat=49.92858401003509"
fit_descendant_coords updated center (mean).,2850,"lon=15.10471463194737, lat=49.92858401003509"
✅ UPDATED in military_events table,2770,"lon=1.9619082365000007, lat=43.71675804507409"
fit_descendant_coords updated center (mean).,2770,"lon=1.9619082365000007, lat=43.71675804507409"
✅ UPDATED in military_events table,3995,"lon=22.61475158135454, lat=42.96353524210001"
fit_descendant_coords updated center (mean).,3995,"lon=22.61475158135454, lat=42.96353524210001"
✅ UPDATED in military_events table,11469,"lon=24.613082207907407, lat=50.84465071778703"
fit_descendant_coords updated center (mean).,11469,"lon=24.613082207907407, lat=50.84465071778703"
✅ UPDATED in military_events table,228,"lon=10.31950378029592, lat=46.03018480988777"
fit_descendant_coords updated center (mean).,228,"lon=10.31950378029592, lat=46.03018480988777"
✅ UPDATED in military_events table,7892,"lon=18.44321983610577, lat=42.369716048711545"
fit_descendant_coords updated center (mean).,7892,"lon=18.44321983610577, lat=42.369716048711545"
✅ UPDATED in military_events table,9617,"lon=-100.00355643127452, lat=28.52046687138236"
fit_descendant_coords updated center (mean).,9617,"lon=-100.00355643127452, lat=28.52046687138236"
✅ UPDATED in military_events table,12833,"lon=-0.7891101720476189, lat=49.11413939679762"
fit_descendant_coords updated center (mean).,12833,"lon=-0.7891101720476189, lat=49.11413939679762"
✅ UPDATED in military_events table,15888,"lon=39.786656648622454, lat=34.17701275922448"
fit_descendant_coords updated center (mean).,15888,"lon=39.786656648622454, lat=34.17701275922448"
✅ UPDATED in military_events table,16743,"lon=46.63139231880392, lat=18.76391983731373"
fit_descendant_coords updated center (mean).,16743,"lon=46.63139231880392, lat=18.76391983731373"
✅ UPDATED in military_events table,2433,"lon=25.430763825459994, lat=42.10549603459"
fit_descendant_coords updated center (mean).,2433,"lon=25.430763825459994, lat=42.10549603459"
✅ UPDATED in military_events table,15250,"lon=80.44218422870003, lat=8.525073918759999"
fit_descendant_coords updated center (mean).,15250,"lon=80.44218422870003, lat=8.525073918759999"
✅ UPDATED in military_events table,30395,"lon=27.5769464319, lat=35.77141824351249"
fit_descendant_coords updated center (mean).,30395,"lon=27.5769464319, lat=35.77141824351249"
✅ UPDATED in military_events table,8899,"lon=-57.640256859076096, lat=-27.10378697642391"
fit_descendant_coords updated center (mean).,8899,"lon=-57.640256859076096, lat=-27.10378697642391"
✅ UPDATED in military_events table,16430,"lon=15.960165865499999, lat=30.99656823751162"
fit_descendant_coords updated center (mean).,16430,"lon=15.960165865499999, lat=30.99656823751162"
✅ UPDATED in military_events table,15480,"lon=16.82885834025, lat=44.711715553145815"
fit_descendant_coords updated center (mean).,15480,"lon=16.82885834025, lat=44.711715553145815"
✅ UPDATED in military_events table,6331,"lon=-10.169737803351062, lat=29.724884363659577"
fit_descendant_coords updated center (mean).,6331,"lon=-10.169737803351062, lat=29.724884363659577"
✅ UPDATED in military_events table,13113,"lon=12.481405535576085, lat=43.17777219165218"
fit_descendant_coords updated center (mean).,13113,"lon=12.481405535576085, lat=43.17777219165218"
✅ UPDATED in military_events table,15163,"lon=48.140108699531915, lat=31.107644486872335"
fit_descendant_coords updated center (mean).,15163,"lon=48.140108699531915, lat=31.107644486872335"
✅ UPDATED in military_events table,30042,"lon=-3.5369279363409087, lat=39.59382864384091"
fit_descendant_coords updated center (mean).,30042,"lon=-3.5369279363409087, lat=39.59382864384091"
✅ UPDATED in military_events table,5036,"lon=1.1700389008043475, lat=47.16462846601088"
fit_descendant_coords updated center (mean).,5036,"lon=1.1700389008043475, lat=47.16462846601088"
✅ UPDATED in military_events table,14865,"lon=74.75985077051087, lat=33.19218024032609"
fit_descendant_coords updated center (mean).,14865,"lon=74.75985077051087, lat=33.19218024032609"
✅ UPDATED in military_events table,14076,"lon=35.593865606999984, lat=33.75111357996668"
fit_descendant_coords updated center (mean).,14076,"lon=35.593865606999984, lat=33.75111357996668"
 fit_descendants_data skipped.,2369,No descendants found.
✅ UPDATED in military_events table,10918,"lon=27.179319325704547, lat=-27.965282604522724"
fit_descendant_coords updated center (mean).,10918,"lon=27.179319325704547, lat=-27.965282604522724"
✅ UPDATED in military_events table,11104,"lon=23.859134399409083, lat=41.1233517130341"
fit_descendant_coords updated center (mean).,11104,"lon=23.859134399409083, lat=41.1233517130341"
✅ UPDATED in military_events table,29566,"lon=22.154894171499993, lat=51.145867217181824"
fit_descendant_coords updated center (mean).,29566,"lon=22.154894171499993, lat=51.145867217181824"
✅ UPDATED in military_events table,11936,"lon=24.14810875627907, lat=52.254756381418595"
fit_descendant_coords updated center (mean).,11936,"lon=24.14810875627907, lat=52.254756381418595"
✅ UPDATED in military_events table,16920,"lon=30.441730558011912, lat=15.024378160166666"
fit_descendant_coords updated center (mean).,16920,"lon=30.441730558011912, lat=15.024378160166666"
✅ UPDATED in military_events table,17203,"lon=34.39003977993025, lat=31.42979799990697"
fit_descendant_coords updated center (mean).,17203,"lon=34.39003977993025, lat=31.42979799990697"
✅ UPDATED in military_events table,5196,"lon=-37.64038806411905, lat=29.72909531169048"
fit_descendant_coords updated center (mean).,5196,"lon=-37.64038806411905, lat=29.72909531169048"
✅ UPDATED in military_events table,16364,"lon=43.65777981555264, lat=34.29036020463158"
fit_descendant_coords updated center (mean).,16364,"lon=43.65777981555264, lat=34.29036020463158"
✅ UPDATED in military_events table,886,"lon=26.034149244762496, lat=49.018261042649996"
fit_descendant_coords updated center (mean).,886,"lon=26.034149244762496, lat=49.018261042649996"
✅ UPDATED in military_events table,4728,"lon=4.969283597670732, lat=36.983266237524404"
fit_descendant_coords updated center (mean).,4728,"lon=4.969283597670732, lat=36.983266237524404"
✅ UPDATED in military_events table,4924,"lon=53.505573274907896, lat=35.17147286535525"
fit_descendant_coords updated center (mean).,4924,"lon=53.505573274907896, lat=35.17147286535525"
✅ UPDATED in military_events table,5944,"lon=-102.64579913100002, lat=45.177571938724995"
fit_descendant_coords updated center (mean).,5944,"lon=-102.64579913100002, lat=45.177571938724995"
✅ UPDATED in military_events table,6240,"lon=-3.738499934500001, lat=51.632049052599996"
fit_descendant_coords updated center (mean).,6240,"lon=-3.738499934500001, lat=51.632049052599996"
✅ UPDATED in military_events table,8908,"lon=-57.75170860256756, lat=-25.908822247135138"
fit_descendant_coords updated center (mean).,8908,"lon=-57.75170860256756, lat=-25.908822247135138"
✅ UPDATED in military_events table,11754,"lon=25.6752503855, lat=61.289476121475005"
fit_descendant_coords updated center (mean).,11754,"lon=25.6752503855, lat=61.289476121475005"
✅ UPDATED in military_events table,14122,"lon=-11.9806220565, lat=25.285601381425014"
fit_descendant_coords updated center (mean).,14122,"lon=-11.9806220565, lat=25.285601381425014"
✅ UPDATED in military_events table,15610,"lon=20.104153821925003, lat=43.203107969475"
fit_descendant_coords updated center (mean).,15610,"lon=20.104153821925003, lat=43.203107969475"
✅ UPDATED in military_events table,16746,"lon=45.813255808125, lat=16.167084900925"
fit_descendant_coords updated center (mean).,16746,"lon=45.813255808125, lat=16.167084900925"
✅ UPDATED in military_events table,740,"lon=22.58549526793589, lat=38.363415429243595"
fit_descendant_coords updated center (mean).,740,"lon=22.58549526793589, lat=38.363415429243595"
✅ UPDATED in military_events table,6569,"lon=-5.736485848948718, lat=56.05455241038461"
fit_descendant_coords updated center (mean).,6569,"lon=-5.736485848948718, lat=56.05455241038461"
✅ UPDATED in military_events table,741,"lon=22.598677160999994, lat=38.35173995810527"
fit_descendant_coords updated center (mean).,741,"lon=22.598677160999994, lat=38.35173995810527"
✅ UPDATED in military_events table,7968,"lon=8.522944404935481, lat=50.353650770322595"
fit_descendant_coords updated center (mean).,7968,"lon=8.522944404935481, lat=50.353650770322595"
✅ UPDATED in military_events table,10804,"lon=116.20555218510526, lat=13.894614481026316"
fit_descendant_coords updated center (mean).,10804,"lon=116.20555218510526, lat=13.894614481026316"
✅ UPDATED in military_events table,16235,"lon=37.66661303147143, lat=48.55571195207143"
fit_descendant_coords updated center (mean).,16235,"lon=37.66661303147143, lat=48.55571195207143"
✅ UPDATED in military_events table,1818,"lon=32.9071739, lat=39.48076227571621"
fit_descendant_coords updated center (mean).,1818,"lon=32.9071739, lat=39.48076227571621"
✅ UPDATED in military_events table,5274,"lon=32.15569646848649, lat=-0.9656477325135132"
fit_descendant_coords updated center (mean).,5274,"lon=32.15569646848649, lat=-0.9656477325135132"
✅ UPDATED in military_events table,14933,"lon=34.585751612405396, lat=31.524416227081076"
fit_descendant_coords updated center (mean).,14933,"lon=34.585751612405396, lat=31.524416227081076"
✅ UPDATED in military_events table,1934,"lon=41.25906528062501, lat=35.86381233616666"
fit_descendant_coords updated center (mean).,1934,"lon=41.25906528062501, lat=35.86381233616666"
✅ UPDATED in military_events table,5890,"lon=-106.91723361333334, lat=33.36724279159722"
fit_descendant_coords updated center (mean).,5890,"lon=-106.91723361333334, lat=33.36724279159722"
✅ UPDATED in military_events table,6380,"lon=28.538058041611105, lat=52.00701552686112"
fit_descendant_coords updated center (mean).,6380,"lon=28.538058041611105, lat=52.00701552686112"
✅ UPDATED in military_events table,451,"lon=34.089529422257144, lat=30.737755768114294"
fit_descendant_coords updated center (mean).,451,"lon=34.089529422257144, lat=30.737755768114294"
✅ UPDATED in military_events table,1370,"lon=13.28865002130882, lat=37.53756169105881"
fit_descendant_coords updated center (mean).,1370,"lon=13.28865002130882, lat=37.53756169105881"
✅ UPDATED in military_events table,4642,"lon=5.797700389617647, lat=45.38779747458824"
fit_descendant_coords updated center (mean).,4642,"lon=5.797700389617647, lat=45.38779747458824"
✅ UPDATED in military_events table,7466,"lon=-72.75764698379999, lat=19.220449841142855"
fit_descendant_coords updated center (mean).,7466,"lon=-72.75764698379999, lat=19.220449841142855"
✅ UPDATED in military_events table,9533,"lon=116.05643055462858, lat=27.264227632799997"
fit_descendant_coords updated center (mean).,9533,"lon=116.05643055462858, lat=27.264227632799997"
✅ UPDATED in military_events table,9692,"lon=20.219528816676473, lat=47.15028492444116"
fit_descendant_coords updated center (mean).,9692,"lon=20.219528816676473, lat=47.15028492444116"
✅ UPDATED in military_events table,11435,"lon=24.91601104569697, lat=43.515708504045456"
fit_descendant_coords updated center (mean).,11435,"lon=24.91601104569697, lat=43.515708504045456"
✅ UPDATED in military_events table,16095,"lon=37.79176757770001, lat=48.402482542228555"
fit_descendant_coords updated center (mean).,16095,"lon=37.79176757770001, lat=48.402482542228555"
✅ UPDATED in military_events table,452,"lon=34.00392734644118, lat=30.795909614235303"
fit_descendant_coords updated center (mean).,452,"lon=34.00392734644118, lat=30.795909614235303"
✅ UPDATED in military_events table,6129,"lon=1.4197385126470585, lat=41.68132578126471"
fit_descendant_coords updated center (mean).,6129,"lon=1.4197385126470585, lat=41.68132578126471"
✅ UPDATED in military_events table,6573,"lon=-4.2659984737941175, lat=56.85872841845588"
fit_descendant_coords updated center (mean).,6573,"lon=-4.2659984737941175, lat=56.85872841845588"
✅ UPDATED in military_events table,9448,"lon=-0.6822144482058823, lat=42.45945769297058"
fit_descendant_coords updated center (mean).,9448,"lon=-0.6822144482058823, lat=42.45945769297058"
✅ UPDATED in military_events table,304,"lon=22.794952934030306, lat=57.03041854374243"
fit_descendant_coords updated center (mean).,304,"lon=22.794952934030306, lat=57.03041854374243"
✅ UPDATED in military_events table,3317,"lon=136.29915933245454, lat=35.30022379715151"
fit_descendant_coords updated center (mean).,3317,"lon=136.29915933245454, lat=35.30022379715151"
✅ UPDATED in military_events table,6206,"lon=-7.308427914121212, lat=53.158405190181824"
fit_descendant_coords updated center (mean).,6206,"lon=-7.308427914121212, lat=53.158405190181824"
✅ UPDATED in military_events table,8328,"lon=44.30051065724242, lat=43.1499590230909"
fit_descendant_coords updated center (mean).,8328,"lon=44.30051065724242, lat=43.1499590230909"
